Alpha 3 Code,Year,Rivers (TgCO2),River unc (TgCO2),Wood+Crop (TgCO2),Wood+Crop unc (TgCO2),FF (TgCO2),FF unc (TgCO2),Z-statistic,Mean dC_loss (TgCO2),Mean NBE (TgCO2),Mean NCE (TgCO2),Mean FUR
ROU,2019,-4.60969,0.786517,-13.9221,-4.17664,85.3978,5.23483,-0.02,-98.629525,-117.16145,-31.76369,0.4325
ROU,2020,-4.86855,0.394689,-13.9221,-4.17664,78.8912,5.23483,-1.03,-94.8826875,-113.6736,-34.7823,0.4325
ROU,mean,-4.86855,0.394689,-13.9221,-4.17664,86.5005,5.25921,-0.42,-87.64214999999999,-106.43275,-19.93234,0.4325
RUS,2015,-235.663,70.5935,-24.6986,-7.40959,1776.96,124.979,2.34,-2329.8425,-2590.2025,-813.2404999999999,0.755
RUS,2016,-246.201,49.5181,-24.6986,-7.40959,1829.17,127.554,0.57,-2574.1175,-2845.0175,-1015.8455,0.755
RUS,2017,-238.317,65.2861,-24.6986,-7.40959,1905.39,133.913,1.3,-2522.045,-2785.0575,-879.6695,0.755
RUS,2018,-247.377,47.1661,-24.6986,-7.40959,1984.36,133.913,0.76,-2555.3499999999995,-2827.4275,-843.0685000000001,0.755
RUS,2019,-242.459,57.0022,-24.6986,-7.40959,1968.36,124.979,0.32,-2781.1225,-3048.28,-1079.914,0.755
RUS,2020,-242.003,57.9132,-24.6986,-7.40959,1906.96,124.979,0.33,-2082.59,-2349.29,-442.32567500000005,0.755
RUS,mean,-242.003,57.9132,-24.6986,-7.40959,1895.2,128.386,1.33,-2581.5550000000003,-2848.255,-953.0545,0.755
RWA,2015,-0.19021,0.359988,0.574808,0.172442,0.843388,0.0940647,1.47,6.56108,6.94568,7.7890725,0.2875
RWA,2016,-0.203086,0.385739,0.574808,0.172442,0.868164,0.106286,0.58,5.0283750000000005,5.4000975,6.2682525,0.2875
RWA,2017,-0.204026,0.38762,0.574808,0.172442,0.905908,0.108508,1.38,3.791719,4.1624995,5.0684015,0.2875
RWA,2018,-0.232378,0.444323,0.574808,0.172442,0.934598,0.108508,0.52,0.592265,0.9346975,1.8692952499999997,0.2875
RWA,2019,-0.23045,0.440468,0.574808,0.172442,0.959828,0.0940647,-0.22,1.48800325,1.8323599999999998,2.7921899999999997,0.2875
RWA,2020,-0.21203,0.403628,0.574808,0.172442,0.889633,0.0940647,0.09,0.1952567500000001,0.55803375,1.4476675,0.2875
RWA,mean,-0.21203,0.403628,0.574808,0.172442,0.900253,0.100916,0.15,2.3123400000000003,2.6751175,3.57537,0.2875
SAU,2015,-0.887408,0.739062,32.3576,9.70727,702.43,30.0227,0.68,-15.871599999999999,15.598575,718.0285000000001,0.055
SAU,2016,-0.940897,0.846041,32.3576,9.70727,626.808,26.2097,0.54,-23.484725,7.931937500000001,634.7405,0.055
SAU,2017,-1.1946,1.35346,32.3576,9.70727,645.444,26.9298,1.79,-14.118222500000002,17.044735,662.4885,0.055
SAU,2018,-1.16099,1.28623,32.3576,9.70727,642.165,26.9298,0.91,-17.68365,13.512944999999998,655.6782499999999,0.055
SAU,2019,-1.56855,2.10134,32.3576,9.70727,649.774,30.0227,0.96,-16.8015,13.9875,663.7615000000001,0.055
SAU,2020,-1.15049,1.26523,32.3576,9.70727,602.918,30.0227,0.47,-21.882575000000003,9.3245075,612.2425,0.055
SAU,mean,-1.15049,1.26523,32.3576,9.70727,644.923,28.3562,1.19,-18.435100000000002,12.771982499999998,657.69525,0.055
SDN,2015,-5.6428,11.2856,1.95875,0.587624,22.2351,2.04091,1.77,157.27845,153.594425,175.829475,0.2775
SDN,2016,-5.03802,10.076,1.95875,0.587624,22.8867,1.95277,0.74,154.489925,151.410575,174.29747500000002,0.2775
SDN,2017,-5.55517,11.1103,1.95875,0.587624,23.8927,2.2083,0.74,99.252755,95.6562975,119.54925,0.2775
SDN,2018,-6.6986,13.3972,1.95875,0.587624,24.6296,2.2083,1.37,136.72299999999998,131.9833,156.6127575,0.2775
SDN,2019,-6.68472,13.3694,1.95875,0.587624,25.2776,2.04091,1.21,124.94697500000001,120.22101749999999,145.498875,0.2775
SDN,2020,-5.92386,11.8477,1.95875,0.587624,23.0512,2.04091,0.54,114.74272500000001,110.77765000000001,133.829025,0.2775
SDN,mean,-5.92386,11.8477,1.95875,0.587624,23.6622,2.08201,1.34,136.6982175,132.73316250000002,156.3952,0.2775
SEN,2015,-3.9051,2.83758,4.07317,1.22195,5.69651,0.998789,0.84,37.08233799999999,37.25038,42.946907499999995,0.18
SEN,2016,-3.83047,2.68832,4.07317,1.22195,5.85773,1.01916,0.69,51.840055,52.08278,57.9405,0.18
SEN,2017,-4.00876,3.0449,4.07317,1.22195,6.12753,0.971014,1.76,34.380725,34.4451275,40.572635,0.18
SEN,2018,-3.47802,1.98343,4.07317,1.22195,6.31702,0.971014,1.31,42.784212499999995,43.37935,49.69638,0.18
SEN,2019,-3.65632,2.34002,4.07317,1.22195,6.48196,0.998789,0.99,34.88895,35.305775,41.787752499999996,0.18
SEN,2020,-3.77573,2.57885,4.07317,1.22195,5.81771,0.998789,1.12,36.4490575,36.746517499999996,42.564220000000006,0.18
SEN,mean,-3.77573,2.57885,4.07317,1.22195,6.04974,0.992925,1.32,34.278855,34.57634,40.62605045,0.18
SLB,2015,-2.39,1.01478,-0.00817404,-0.00245221,0.252316,0.0296267,-0.01,0.9082600000000001,-1.489915,-1.237595,0.315
SLB,2016,-2.49766,1.2301,-0.00817404,-0.00245221,0.266785,0.0292563,-0.86,0.9249425,-1.5808925,-1.3141075,0.315
SLB,2017,-2.56379,1.36236,-0.00817404,-0.00245221,0.273723,0.028886,-0.16,-0.63988925,-3.211855,-2.93813,0.315
SLB,2018,-2.31461,0.864007,-0.00817404,-0.00245221,0.326039,0.028886,-0.81,-1.7929000000000002,-4.11568775,-3.7896479999999997,0.315
SLB,2019,-2.56992,1.37462,-0.00817404,-0.00245221,0.35314,0.0296267,-0.27,0.2695575000000001,-2.3085364999999998,-1.9553960750000001,0.315
SLB,2020,-2.4672,1.16917,-0.00817404,-0.00245221,0.293819,0.0296267,0.66,-1.2587905,-3.7341625,-3.44034265,0.315
SLB,mean,-2.4672,1.16917,-0.00817404,-0.00245221,0.294304,0.0293181,-0.38,0.64381625,-1.83155425,-1.53724725,0.315
SLE,2015,-5.9842,5.62963,0.84025,0.252075,0.513563,0.104434,1.49,50.252449999999996,45.10855,45.622075,0.14750000000000002
SLE,2016,-7.17483,3.24837,0.84025,0.252075,0.527149,0.106656,0.57,50.108225,43.7737,44.3008,0.14750000000000002
SLE,2017,-6.86243,3.87317,0.84025,0.252075,0.552677,0.107767,0.42,34.396100000000004,28.373925,28.9266,0.14750000000000002
SLE,2018,-6.20473,5.18857,0.84025,0.252075,0.567841,0.107767,2.04,35.26005,29.895556865,30.463392,0.14750000000000002
SLE,2019,-6.23627,5.12547,0.84025,0.252075,0.580498,0.104434,0.51,24.5143,19.118290000000002,19.698790000000002,0.14750000000000002
SLE,2020,-6.49249,4.61304,0.84025,0.252075,0.480943,0.104434,0.62,38.046375,32.3941325,32.875075,0.14750000000000002
SLE,mean,-6.49249,4.61304,0.84025,0.252075,0.537112,0.105915,1.3,37.822725,32.1704725,32.707625,0.14750000000000002
SLV,2015,-1.24015,1.89685,0.651061,0.195318,7.84742,0.67771,-0.27,-0.23282649999999994,-0.8219125,7.0255125000000005,0.08750000000000001
SLV,2016,-1.22711,1.92293,0.651061,0.195318,7.79833,0.669933,-0.36,-1.01255375,-1.58859975,6.2097299999999995,0.08750000000000001
SLV,2017,-1.26863,1.83988,0.651061,0.195318,7.77476,0.606976,-0.18,0.04895099999999997,-0.5686195,7.206135,0.08750000000000001
SLV,2018,-1.26657,1.844,0.651061,0.195318,7.94347,0.606976,0.37,0.25105999999999995,-0.3644495,7.579027499999999,0.08750000000000001
SLV,2019,-1.25405,1.86905,0.651061,0.195318,8.15249,0.67771,0.02,1.4541614999999999,0.8511770000000001,9.003665,0.08750000000000001
SLV,2020,-1.2513,1.87454,0.651061,0.195318,7.55286,0.67771,0.84,2.4167757500000002,1.8165364999999998,9.3693875,0.08750000000000001
SLV,mean,-1.2513,1.87454,0.651061,0.195318,7.84489,0.652836,0.12,0.532766,-0.06747365,7.7774149999999995,0.08750000000000001
SOM,2015,-3.3313,2.25752,0.0,0.0,1.48032,0.0636973,1.06,66.238225,62.906924999999994,64.38725000000001,0.29
SOM,2016,-4.26693,4.12877,0.0,0.0,1.52389,0.064438,1.36,67.857625,63.590774999999994,65.11465,0.29
SOM,2017,-6.79239,9.17969,0.0,0.0,1.59343,0.064438,1.43,61.069,54.2766,55.87,0.29
SOM,2018,-4.63271,4.86033,0.0,0.0,1.63709,0.064438,0.04,8.3899025,3.7571825000000003,5.39428,0.29
SOM,2019,-4.29506,4.18503,0.0,0.0,1.67372,0.0636973,0.24,36.443974999999995,32.14895,33.82265,0.29
SOM,2020,-4.66368,4.92227,0.0,0.0,1.40059,0.0636973,-0.01,15.009375000000002,10.345685,11.746274999999999,0.29
SOM,mean,-4.66368,4.92227,0.0,0.0,1.5515,0.0640677,0.69,47.35465,42.691,44.2425,0.29
SRB,2015,-2.22495,0.0800513,-4.37552,-1.31266,48.3041,3.23646,-0.74,-31.127444999999998,-37.72795,10.576165000000001,0.3625
SRB,2016,-2.19139,0.147173,-4.37552,-1.31266,50.4732,3.3317,-1.1,-32.0487,-38.6156,11.857615,0.3625
SRB,2017,-2.02948,0.470988,-4.37552,-1.31266,51.3,3.36779,-0.99,-20.2821,-26.6871,24.612837499999998,0.3625
SRB,2018,-2.16677,0.196404,-4.37552,-1.31266,53.6045,3.36779,0.59,-18.6589875,-25.201275000000003,28.403225,0.3625
SRB,2019,-2.04878,0.432382,-4.37552,-1.31266,57.4551,3.23646,0.78,-27.191232499999998,-33.615535,23.839612499999998,0.3625
SRB,2020,-2.13227,0.2654,-4.37552,-1.31266,53.1268,3.23646,-1.68,-34.590844249999996,-41.0986425,12.02819,0.3625
SRB,mean,-2.13227,0.2654,-4.37552,-1.31266,52.3773,3.29611,-1.2,-24.800024999999998,-31.3078,21.069474999999997,0.3625
SSD,2015,-4.49231,1.1582,0.0,0.0,1.20553,0.0,1.07,241.9275,237.43525000000002,238.64049999999997,0.4425
SSD,2016,-4.40419,0.981949,0.0,0.0,1.24578,0.0,0.99,313.13124999999997,308.727,309.97249999999997,0.4425
SSD,2017,-4.55645,1.28648,0.0,0.0,1.29741,0.0,0.91,208.32704999999999,203.77042500000002,205.068025,0.4425
SSD,2018,-5.00775,2.18907,0.0,0.0,1.33258,0.0,1.25,200.9918,195.98385,197.3165,0.4425
SSD,2019,-4.97427,2.12212,0.0,0.0,1.36241,0.0,1.71,138.96885,133.99470000000002,135.3574,0.4425
SSD,2020,-4.68699,1.54756,0.0,0.0,1.16165,0.0,0.3,110.36592499999999,105.67892499999999,106.840825,0.4425
SSD,mean,-4.68699,1.54756,0.0,0.0,1.26756,0.0,1.27,211.38500000000002,206.69799999999998,207.96525000000003,0.4425
STP,2015,-6.03231e-06,1.20646e-05,0.0463825,0.0139147,0.121512,1.19507,-0.0,0.23226775,0.278644,0.4001565,0.12
STP,2016,-7.60832e-06,1.52166e-05,0.0463825,0.0139147,0.12508,1.19507,-0.16,0.7701209999999999,0.816497,0.94157575,0.12
STP,2017,-7.68078e-06,1.53616e-05,0.0463825,0.0139147,0.13068,1.19507,0.92,0.6827445,0.72911925,0.859798,0.12
STP,2018,-2.86218e-06,5.72435e-06,0.0463825,0.0139147,0.134247,1.19507,0.17,0.22446025,0.27083925,0.40508725,0.12
STP,2019,-5.67001e-06,1.134e-05,0.0463825,0.0139147,0.137271,1.19507,1.49,0.5403705,0.5867472499999999,0.724019,0.12
STP,2020,-5.97072e-06,1.19414e-05,0.0463825,0.0139147,0.116784,1.19507,1.63,0.36050127499999995,0.40687775,0.52366125,0.12
STP,mean,-5.97072e-06,1.19414e-05,0.0463825,0.0139147,0.127596,1.19507,16.3,0.6010795,0.6474555,0.7750515,0.12
SUR,2015,-8.76811,3.54957,-0.00158732,-0.000476195,2.3321,0.276269,1.19,279.9279,271.158225,273.49025,0.195
SUR,2016,-7.94004,1.89343,-0.00158732,-0.000476195,2.31906,0.234791,1.54,233.96550000000002,226.02384999999998,228.34285,0.195
SUR,2017,-8.72796,3.46927,-0.00158732,-0.000476195,2.31252,0.254419,1.12,203.7979,195.06802499999998,197.38065,0.195
SUR,2018,-9.30632,4.62599,-0.00158732,-0.000476195,2.3624,0.254419,1.2,303.276225,293.96825,296.33035,0.195
SUR,2019,-9.07418,4.16172,-0.00158732,-0.000476195,2.42372,0.276269,1.05,250.68495000000001,241.609275,244.03295,0.195
SUR,2020,-8.76332,3.54,-0.00158732,-0.000476195,2.23533,0.276269,1.43,225.14935000000003,216.38462499999997,218.619725,0.195
SUR,mean,-8.76332,3.54,-0.00158732,-0.000476195,2.33086,0.262073,1.19,238.98715,230.222175,232.553125,0.195
SVK,2015,-0.91973,0.162356,-2.72556,-0.817669,28.3871,2.28354,-1.15,-14.985919999999998,-18.631225,9.755892500000002,0.3325
SVK,2016,-0.948629,0.104559,-2.72556,-0.817669,29.5781,2.36955,0.23,-16.049325,-19.7235,9.854587500000001,0.3325
SVK,2017,-0.872709,0.256399,-2.72556,-0.817669,30.7031,2.47782,-0.73,-12.769547500000002,-16.36785,14.3352475,0.3325
SVK,2018,-0.94667,0.108477,-2.72556,-0.817669,30.7952,2.47782,-1.24,-16.593562499999997,-20.26582,10.529375,0.3325
SVK,2019,-0.865851,0.270114,-2.72556,-0.817669,28.0359,2.28354,-0.63,-23.485950000000003,-27.077350000000003,0.9585195000000004,0.3325
SVK,2020,-0.910718,0.180381,-2.72556,-0.817669,26.1208,2.28354,-0.83,-16.05412,-19.690385,6.430414999999999,0.3325
SVK,mean,-0.910718,0.180381,-2.72556,-0.817669,28.9367,2.36264,-1.01,-18.221755,-21.858025,7.07867,0.3325
SVN,2015,-1.26909,1.41966,1.04332,0.312996,16.8315,0.930131,-1.16,-6.01221,-6.23798,10.593505,0.2425
SVN,2016,-1.23321,1.49142,1.04332,0.312996,17.471,0.933115,-0.27,-5.1700575,-5.3599499999999995,12.11102,0.2425
SVN,2017,-1.19836,1.56112,1.04332,0.312996,17.8457,0.969745,-0.6,-6.6665625,-6.821595,11.024149999999999,0.2425
SVN,2018,-1.22887,1.5001,1.04332,0.312996,18.3942,0.969745,-0.7,-1.64533,-1.8308805,16.56335,0.2425
SVN,2019,-1.21464,1.52857,1.04332,0.312996,19.5859,0.930131,-0.57,-1.0180642500000001,-1.1893832500000001,18.396524999999997,0.2425
SVN,2020,-1.22884,1.50017,1.04332,0.312996,18.3736,0.930131,-1.47,-4.21696125,-4.40248,13.97115,0.2425
SVN,mean,-1.22884,1.50017,1.04332,0.312996,18.0837,0.943833,-0.71,-3.2894499999999995,-3.474965,14.608675,0.2425
SWE,2015,-11.9226,4.71272,2.78183,0.834549,41.8939,0.730253,0.14,-26.719450000000002,-35.860175,6.033710000000001,0.3675
SWE,2016,-11.1631,3.1938,2.78183,0.834549,49.1728,0.866507,-0.54,-80.860225,-89.24145,-40.0686,0.3675
SWE,2017,-11.0086,2.88472,2.78183,0.834549,45.1997,0.78826,-0.44,-46.037475,-54.264224999999996,-9.064499999999999,0.3675
SWE,2018,-11.4759,3.81944,2.78183,0.834549,44.952,0.78826,0.15,-87.6791,-96.373175,-51.421274999999994,0.3675
SWE,2019,-9.91108,0.689706,2.78183,0.834549,45.4046,0.730253,-1.62,-109.4515,-116.5806,-71.17597500000001,0.3675
SWE,2020,-11.0963,3.06008,2.78183,0.834549,40.5446,0.730253,0.05,-100.66635,-108.980975,-68.43635,0.3675
SWE,mean,-11.0963,3.06008,2.78183,0.834549,44.5279,0.772298,-0.56,-77.14330000000001,-85.45774999999999,-40.9298,0.3675
SWZ,2015,-0.132414,0.190141,-0.452593,-0.135778,1.45326,0.098879,0.43,0.9897406249999999,0.40473225,1.85799425,0.1575
SWZ,2016,-0.122963,0.209043,-0.452593,-0.135778,1.49545,0.119247,0.78,0.21239124999999992,-0.36316421499999996,1.1322925,0.1575
SWZ,2017,-0.134489,0.185992,-0.452593,-0.135778,1.56025,0.0996197,-0.48,-3.643155,-4.2302375,-2.669985,0.1575
SWZ,2018,-0.136103,0.182764,-0.452593,-0.135778,1.60988,0.0996197,1.23,-0.40248874999999995,-0.991185,0.618695,0.1575
SWZ,2019,-0.123885,0.207199,-0.452593,-0.135778,1.65361,0.098879,-0.07,0.79787875,0.22140032249999997,1.8750125,0.1575
SWZ,2020,-0.129971,0.195028,-0.452593,-0.135778,1.54117,0.098879,-0.19,-2.44659,-3.029155,-1.4879824999999998,0.1575
SWZ,mean,-0.129971,0.195028,-0.452593,-0.135778,1.55227,0.102521,0.21,-1.16034225,-1.742905,-0.190633775,0.1575
SYC,2015,-2.98932e-05,5.97863e-05,0.0,0.0,0.382568,0.0485137,0.62,4.064635,4.064605,4.447175,0.0925
SYC,2016,-3.77031e-05,7.54062e-05,0.0,0.0,0.393242,0.059994,0.03,4.3195875,4.3195475,4.712792500000001,0.0925
SYC,2017,-3.80622e-05,7.61243e-05,0.0,0.0,0.412009,0.0592533,0.45,4.075055,4.0750150000000005,4.487025,0.0925
SYC,2018,-1.41835e-05,2.83671e-05,0.0,0.0,0.423727,0.0592533,-0.18,4.42241,4.4223925,4.84612,0.0925
SYC,2019,-2.80978e-05,5.61956e-05,0.0,0.0,0.433659,0.0485137,0.37,3.095615,3.0955874999999997,3.5292475000000003,0.0925
SYC,2020,-2.95879e-05,5.91759e-05,0.0,0.0,0.366835,0.0485137,0.25,3.8086874999999996,3.8086575000000003,4.175492500000001,0.0925
SYC,mean,-2.95879e-05,5.91759e-05,0.0,0.0,0.402007,0.0540069,1.11,3.9803375,3.98031,4.3823125,0.0925
SYR,2015,-1.03151,1.69179,0.0,0.0,58.8477,2.90452,0.78,26.4906,25.4591,84.30695,0.1925
SYR,2016,-1.02576,1.7033,0.0,0.0,61.5592,2.88453,0.64,1.9881234999999995,0.9623632499999999,62.521575000000006,0.1925
SYR,2017,-1.03694,1.68094,0.0,0.0,63.994,2.67158,1.01,7.223520000000001,6.1865665,70.1806,0.1925
SYR,2018,-1.05979,1.63525,0.0,0.0,65.398,2.67158,-0.06,0.7790254999999999,-0.28076175,65.11725,0.1925
SYR,2019,-1.11144,1.53194,0.0,0.0,68.5688,2.90452,-0.55,-3.6540350000000004,-4.7654625,63.803349999999995,0.1925
SYR,2020,-1.05309,1.64864,0.0,0.0,63.692,2.90452,0.71,4.139469999999999,3.08637825,66.778425,0.1925
SYR,mean,-1.05309,1.64864,0.0,0.0,63.6766,2.82354,0.12,4.42072325,3.3676350000000004,67.04424999999999,0.1925
TCD,2015,-3.27846,4.0825,0.373418,0.112025,3.18152,0.0707337,0.77,53.574175000000004,50.66915,53.8508,0.29
TCD,2016,-3.20419,4.23104,0.373418,0.112025,3.19283,0.10036,0.9,172.9715,170.14055,173.33350000000002,0.29
TCD,2017,-3.25565,4.12811,0.373418,0.112025,3.24852,0.102953,1.06,105.03633,102.15372,105.402475,0.29
TCD,2018,-3.40846,3.8225,0.373418,0.112025,3.28989,0.102953,1.51,30.927462499999997,27.8924275,31.18235,0.29
TCD,2019,-3.51287,3.61367,0.373418,0.112025,3.3229,0.0707337,0.63,62.5237075,59.3844675,62.70742,0.29
TCD,2020,-3.33193,3.97557,0.373418,0.112025,2.85079,0.0707337,1.26,116.66645000000001,113.70795,116.55884999999999,0.29
TCD,mean,-3.33193,3.97557,0.373418,0.112025,3.18108,0.0864111,1.24,101.4095725,98.45132000000001,101.632365,0.29
TGO,2015,-1.53423,1.3362,0.46969,0.140907,1.33656,0.249234,1.15,25.612029999999997,24.547494999999998,25.884035,0.1875
TGO,2016,-2.42874,3.12522,0.46969,0.140907,1.37617,0.289971,1.54,29.5379,27.57885,28.955025,0.1875
TGO,2017,-2.18886,2.64547,0.46969,0.140907,1.43634,0.285157,1.04,24.451425,22.732237499999997,24.168575,0.1875
TGO,2018,-1.74149,1.75072,0.46969,0.140907,1.48163,0.285157,1.71,13.139725,11.867925000000001,13.349574999999998,0.1875
TGO,2019,-1.77424,1.81622,0.46969,0.140907,1.52136,0.249234,1.21,16.6812525,15.37669,16.898055,0.1875
TGO,2020,-1.93351,2.13476,0.46969,0.140907,1.40032,0.249234,2.59,24.4481925,22.984335,24.3846925,0.1875
TGO,mean,-1.93351,2.13476,0.46969,0.140907,1.4254,0.267998,1.21,21.5304275,20.0665975,21.4919975,0.1875
THA,2015,-31.5002,17.4739,-53.1617,-15.9485,295.901,28.6608,-1.09,90.93932675,6.277417499999999,302.17875,0.4425
THA,2016,-34.6335,23.7406,-53.1617,-15.9485,296.103,28.4397,-0.66,160.10925,72.31415000000001,368.41724999999997,0.4425
THA,2017,-42.1572,38.7879,-53.1617,-15.9485,296.599,28.6442,-0.08,-50.5631575,-145.881825,150.71682499999997,0.4425
THA,2018,-37.5901,29.6538,-53.1617,-15.9485,303.988,28.6442,0.01,-21.5300275,-112.28205000000001,191.70625,0.4425
THA,2019,-31.5788,17.6311,-53.1617,-15.9485,299.944,28.6608,-0.96,-0.867639999999998,-85.608,214.33625,0.4425
THA,2020,-35.492,25.4575,-53.1617,-15.9485,278.202,28.6608,-0.42,34.222525,-54.431,223.77050000000003,0.4425
THA,mean,-35.492,25.4575,-53.1617,-15.9485,295.123,28.6184,-0.74,16.65364,-71.99993,223.12324999999998,0.4425
TJK,2015,-0.813666,1.17445,1.93779,0.581338,9.70764,0.385836,1.09,20.557899999999997,21.682007499999997,31.38969,0.22500000000000003
TJK,2016,-0.78227,1.23724,1.93779,0.581338,10.1147,0.470492,1.09,23.25466,24.410171249999998,34.524865000000005,0.22500000000000003
TJK,2017,-0.77129,1.2592,1.93779,0.581338,10.4126,0.567358,0.45,6.72989,7.896395000000001,18.308974999999997,0.22500000000000003
TJK,2018,-0.760904,1.27997,1.93779,0.581338,10.9488,0.567358,0.97,33.7000675,34.876965,45.825734999999995,0.22500000000000003
TJK,2019,-0.760282,1.28122,1.93779,0.581338,10.8865,0.385836,1.14,35.036964999999995,36.21447,47.1009375,0.22500000000000003
TJK,2020,-0.777682,1.24642,1.93779,0.581338,10.1212,0.385836,1.29,35.766025,36.92612725,47.04733,0.22500000000000003
TJK,mean,-0.777682,1.24642,1.93779,0.581338,10.3652,0.460453,1.15,32.3699975,33.5301,43.8953075,0.22500000000000003
TKM,2015,-0.843367,1.4181,0.954246,0.286274,67.8191,5.21096,0.83,4.81589175,4.9267765,72.745825,0.035
TKM,2016,-0.860349,1.38414,0.954246,0.286274,69.9418,5.20716,0.29,8.05478,8.148679999999999,78.090525,0.035
TKM,2017,-0.848,1.40884,0.954246,0.286274,70.9742,5.21258,0.5,8.874615,8.980862499999999,79.9551,0.035
TKM,2018,-0.841047,1.42274,0.954246,0.286274,76.8999,5.21258,0.8,34.7910925,34.904292500000004,111.8042,0.035
TKM,2019,-0.829474,1.44589,0.954246,0.286274,82.7918,5.21096,0.21,2.488567,2.6133460499999996,85.40507500000001,0.035
TKM,2020,-0.844447,1.41594,0.954246,0.286274,76.8449,5.21096,0.51,11.075969375,11.18576855,88.0307,0.035
TKM,mean,-0.844447,1.41594,0.954246,0.286274,74.212,5.21087,0.51,5.69103675,5.8008359675,80.0128,0.035
TLS,2015,-1.66157,1.65078,0.091997,0.0275991,0.625098,0.0236097,-0.39,-0.024740399999999968,-1.5943127499999998,-0.9692145000000001,0.0525
TLS,2016,-1.92388,1.12617,0.091997,0.0275991,0.658129,0.023265,0.21,1.2332605,-0.598621,0.059509250000000014,0.0525
TLS,2017,-1.92488,1.12416,0.091997,0.0275991,0.677927,0.0234373,0.03,0.64171525,-1.1911687499999999,-0.5132413,0.0525
TLS,2018,-1.68569,1.60255,0.091997,0.0275991,0.791473,0.0234373,0.06,1.0809595,-0.5127285,0.27874450000000006,0.0525
TLS,2019,-1.66257,1.64877,0.091997,0.0275991,0.850076,0.0236097,0.53,1.47958625,-0.09098925000000002,0.7590845249999999,0.0525
TLS,2020,-1.77172,1.43049,0.091997,0.0275991,0.681411,0.0236097,0.66,1.72979625,0.05007699999999999,0.73148775,0.0525
TLS,mean,-1.77172,1.43049,0.091997,0.0275991,0.714019,0.0234948,0.66,1.3630912499999999,-0.31662985,0.3973893,0.0525
TON,2015,-2.08491e-05,4.16981e-05,0.0,0.0,0.23819,0.012221,0.19,-6.3583625,-6.3583825,-6.1201925,0.3375
TON,2016,-2.62961e-05,5.25923e-05,0.0,0.0,0.254169,0.0129617,-0.16,-5.5846225,-5.5846475,-5.3304775,0.3375
TON,2017,-2.65466e-05,5.30931e-05,0.0,0.0,0.259432,0.0159243,0.01,-5.8455375,-5.845565000000001,-5.58613,0.3375
TON,2018,-9.89235e-06,1.97847e-05,0.0,0.0,0.316695,0.0159243,0.39,-6.6312525,-6.6312625,-6.314565,0.3375
TON,2019,-1.95969e-05,3.91938e-05,0.0,0.0,0.346562,0.012221,-0.12,-5.365482500000001,-5.3655025,-5.01894,0.3375
TON,2020,-2.06362e-05,4.12724e-05,0.0,0.0,0.307711,0.012221,-0.01,-5.611055,-5.611075,-5.303364999999999,0.3375
TON,mean,-2.06362e-05,4.12724e-05,0.0,0.0,0.287127,0.0135789,0.42,-5.9778675,-5.9778875,-5.690764999999999,0.3375
TTO,2015,-0.180894,0.0271588,0.832224,0.249667,15.6383,4.55991,0.61,0.5266649999999999,1.177994225,16.816249999999997,-0.005000000000000001
TTO,2016,-0.177385,0.0341759,0.832224,0.249667,15.5346,4.04737,0.53,1.723565,2.378405,17.913,-0.005000000000000001
TTO,2017,-0.195008,0.00106924,0.832224,0.249667,15.4879,4.037,1.0,0.50979575,1.1470135,16.63495,-0.005000000000000001
TTO,2018,-0.204363,0.0197807,0.832224,0.249667,15.8236,4.037,0.43,0.648918,1.2767795,17.100375,-0.005000000000000001
TTO,2019,-0.194202,0.000542758,0.832224,0.249667,16.2416,4.55991,1.15,0.875352025,1.51337425,17.754975,-0.005000000000000001
TTO,2020,-0.19037,0.0165455,0.832224,0.249667,15.0711,4.55991,0.58,1.3780135,2.019865,17.090925,-0.005000000000000001
TTO,mean,-0.19037,0.0165455,0.832224,0.249667,15.6328,4.30019,1.0,0.99547295,1.63732775,17.270175000000002,-0.005000000000000001
TUN,2015,-0.237475,0.397717,5.88411,1.76523,51.8186,1.7709,-1.02,-12.704585,-7.05795,44.7607,0.035
TUN,2016,-0.225027,0.422612,5.88411,1.76523,53.2036,1.75182,-0.38,-9.1569,-3.49782225,49.705799999999996,0.035
TUN,2017,-0.228762,0.415142,5.88411,1.76523,55.6108,1.76602,-0.68,-11.864535,-6.209174875,49.4016,0.035
TUN,2018,-0.241827,0.389013,5.88411,1.76523,57.4407,1.76602,-1.02,-8.7661625,-3.1238725,54.316849999999995,0.035
TUN,2019,-0.254282,0.364103,5.88411,1.76523,59.0134,1.7709,-0.61,-11.645525000000001,-6.015691250000001,52.9977,0.035
TUN,2020,-0.237475,0.397718,5.88411,1.76523,53.6594,1.7709,-0.41,-11.9766875,-6.3300425,47.3294,0.035
TUN,mean,-0.237475,0.397718,5.88411,1.76523,55.1244,1.76609,-0.6,-11.0671775,-5.42054675,49.703900000000004,0.035
TUR,2015,-24.6534,16.0759,11.4591,3.43773,364.529,6.93917,0.84,42.5391975,29.344980000000003,393.87424999999996,0.445
TUR,2016,-20.3919,7.55301,11.4591,3.43773,391.122,7.40843,0.32,-6.8753625,-15.808175000000002,375.31374999999997,0.445
TUR,2017,-20.174,7.11721,11.4591,3.43773,430.642,8.22169,-0.31,6.642450000000001,-2.0724625000000003,428.57,0.445
