

year,riverEmissions,River unc (TgCO2),woodCropEmissions,Wood+Crop unc (TgCO2),fossilFuelEmissions,FF unc (TgCO2),Z-statistic,Mean dC_loss (TgCO2),netBiosphereEmissions,netCarbonEmissions,Mean FUR,isoa2,cropLand,grazingLand,forestLand,fishingGround,builtupLand,carbon
2020,0.3164840784989284,-0.13584127015048464,0.05065551133707701,0.05065555791598755,-0.36191780424765396,-0.41830239475346104,0.15191401909393368,0.03858162649032875,0.10596897888771938,-0.3663332112352997,-1.0694701477822528,CR,-0.35356133618327945,-0.34822224489584985,-0.2663138977560243,-0.309778252300707,-0.2024039894078214,-0.28414938213949703
2015,0.3351129094245657,-0.4267547272374372,0.146927202511433,0.14692728743652148,-0.3506285790870704,-0.378353622501804,0.32041020224389527,0.11282115370554166,0.18971710562020824,-0.2921116196544706,-1.6956502137154341,CU,-0.21488121981615096,-0.30879786499444833,-0.33842518435120544,-0.43839338268324674,-0.22587033273821688,-0.24335487461271732
2016,0.31241334948493554,-0.2970401036304603,0.146927202511433,0.14692728743652148,-0.35072622785245827,-0.3805705980582615,0.14068094021726957,0.06738922625779481,0.1410188551036003,-0.3273586770872761,-1.6956502137154341,CU,-0.20575041167538902,-0.31020676585601037,-0.34029448110084526,-0.43891445940633805,-0.22992476532722164,-0.24870713678279105
2017,0.31276395089115716,-0.2993662794529859,0.146927202511433,0.14692728743652148,-0.3507133222261556,-0.3866724048190044,-0.10644679506934086,0.07341264709336437,0.1469345664361919,-0.32307575203426203,-1.6956502137154341,CU,-0.21345011874404587,-0.309272375687768,-0.3421700044883212,-0.44169802163566146,-0.22272629597126012,-0.24871496280733726
2018,0.3224925922479335,-0.36392247773487485,0.146927202511433,0.14692728743652148,-0.3501864757293902,-0.3866724048190044,-0.01658216405602798,0.08071543746764137,0.15599887449529073,-0.3158928552176931,-1.6956502137154341,CU,-0.21228102188628484,-0.3094507487111684,-0.34243221447017685,-0.43748383823509507,-0.267983301000583,-0.24857452545690908
2019,0.3320454090472837,-0.4273126175780277,0.146927202511433,0.14692728743652148,-0.34954987430451034,-0.378353622501804,0.42150791213387234,0.07523080098727551,0.15261989795745542,-0.3175512394557867,-1.6956502137154341,CU,-0.20132180357308746,-0.3064311097428107,-0.3435484117514961,-0.4351339429883442,-0.24940022361876696,-0.2531941230647009
2020,0.32296558507143164,-0.3628793169700118,0.146927202511433,0.14692728743652148,-0.35244039196907484,-0.378353622501804,0.10698170358727724,0.10624109118272959,0.1808621509895228,-0.3007155445523835,-1.6956502137154341,CU,-0.22246183423641194,-0.3172485370094828,-0.3443421191564289,-0.4358184771997594,-0.2748864645116287,-0.25528951237099984
2015,0.369808780805196,-0.41730475251334304,0.08827159012590222,0.08827170622098894,-0.36376102462729787,-0.4205900243074933,0.09574862471061311,0.026817549233802362,0.10849614139986222,-0.36676528327498825,-1.369514762708569,CY,-0.37926710714379885,-0.39363243602394093,-0.36812781044763093,-0.45307811467389003,-0.36051304510911114,-0.2973162234887929
2016,0.37075693806644444,-0.4235964245060848,0.08827159012590222,0.08827170622098894,-0.3631850682251327,-0.41962014020138055,0.286710965613903,0.027880423625796676,0.10972025639670073,-0.3651777041773997,-1.369514762708569,CY,-0.38143097230979445,-0.3923113496724667,-0.367032432555142,-0.450046199348273,-0.3620044511880426,-0.29658077598767507
2017,0.3708148192059612,-0.423980507388125,0.08827159012590222,0.08827170622098894,-0.36266141958267234,-0.41915630610126603,0.477673306517193,0.027578483990073545,0.10943906092192283,-0.3647398790017264,-1.369514762708569,CY,-0.3784887169869124,-0.39114011713070473,-0.36741101168604384,-0.4489439483658606,-0.36356323490644066,-0.294180157775395
2018,0.3715590828431132,-0.4289192305221548,0.08827159012590222,0.08827170622098894,-0.36233923576143334,-0.41915630610126603,0.3541094388738876,0.02678174004265127,0.10881735315150808,-0.36479419670941515,-1.369514762708569,CY,-0.3802687231551983,-0.39097675347628336,-0.36743718196762826,-0.4507972457402756,-0.3666892147177013,-0.29435979043001054
2020,0.37071450586691396,-0.4233148880245894,0.08827159012590222,0.08827170622098894,-0.3629406607889571,-0.4205900243074933,0.46644022764052884,0.027700590659787097,0.1095371391194037,-0.3650107339891343,-1.369514762708569,CY,-0.37976036138999053,-0.39285496105246376,-0.3682293569441682,-0.45327462727387324,-0.36545773572139606,-0.29595357040218573
2015,0.3506572861423566,-0.3685119426812868,-0.023519452408579576,-0.023519426374332745,-0.24971137818118017,-0.23025521454735778,-0.027815242932692084,-0.0003313815801643397,0.06905520728779722,-0.2556857457063111,0.32638958252713013,CZ,-0.18747342069597564,-0.15276487483619286,-0.03602133459915477,-0.4376868310398582,-0.20273660904906884,-0.10771080097781768
2016,0.35148592842275006,-0.37401026262913656,-0.023519452408579576,-0.023519426374332745,-0.24553132576808362,-0.22524225363965156,-0.6456345811492182,-0.03282185894128118,0.037698826850638384,-0.27319068367184335,0.32638958252713013,CZ,-0.17496956997471733,-0.13455050566448098,-0.03574234098139089,-0.4377987544830063,-0.1866703329722883,-0.10891540225927823
2017,0.35251392108163365,-0.3808317313568959,-0.023519452408579576,-0.023519426374332745,-0.246691690044506,-0.2276752903732214,0.2754778867372389,-0.03887788013819158,0.03203177598241572,-0.2786976608874506,0.32638958252713013,CZ,-0.21038555806612746,-0.1441814462186735,-0.036377197986485955,-0.4378334477556596,-0.20038039802964724,-0.10105749430454325
2018,0.35121533385739395,-0.37221435756197,-0.023519452408579576,-0.023519426374332745,-0.24667341659133404,-0.2276752903732214,-0.6793338177792104,-0.03197331126290212,0.03846700168292025,-0.2740345118806147,0.32638958252713013,CZ,-0.19331015010938324,-0.1561961999385657,0.019056036336529792,-0.43549245974332706,-0.21518705148612516,-0.09605968658797691
2019,0.3559163072356816,-0.40340868819546294,-0.023519452408579576,-0.023519426374332745,-0.25245011197533473,-0.23025521454735778,-0.3872737669859436,-0.034261774778765824,0.03720275530163158,-0.2820133465025842,0.32638958252713013,CZ,-0.19183694939995904,-0.16236170621067492,0.006538579964671589,-0.432659494020436,-0.21132532603701965,-0.10614158965081102
2020,0.3523577172494675,-0.3797955228903748,-0.023519452408579576,-0.023519426374332745,-0.2601672196680379,-0.23025521454735778,-0.3086422148492948,-0.023608613527557526,0.0468155216924115,-0.28451999518666876,0.32638958252713013,CZ,-0.18585506823239112,-0.18479571164017475,-0.07260884258374667,-0.43627766815200253,-0.20218165008542555,-0.13551719488900704
2015,0.22082913776114982,0.08316529201621185,0.4945843413213016,0.49458556898908673,0.4925608580290351,-0.02745831491683245,0.17438017684726193,-0.2042694151059673,-0.11256915808182655,0.5214005316121391,1.4613409520310212,DE,1.174200214482588,0.5902472101298414,1.2638450074587146,0.12571407434086856,1.6304170140224927,1.3014169186838203
2016,0.22916413614703898,0.027856598569883904,0.4945843413213016,0.49458556898908673,0.49951162277933725,-0.027148029431914817,-0.36480760923261546,-0.29443391938400104,-0.19835999646171687,0.46802141993975743,1.4613409520310212,DE,1.0892365769650574,0.6614056702442622,1.2131662647607722,0.20166691550549856,1.6760235598850073,1.2796784340467446
2017,0.23372262115159453,-0.0023922194890951525,0.4945843413213016,0.49458556898908673,0.4882711648969065,-0.03058109635678347,0.08451554583394903,-0.2907097323612599,-0.19381913067195017,0.457544913901148,1.4613409520310212,DE,1.0964863829483766,0.7467491623821478,1.1627426572589064,0.1070082466015989,1.8301346073952869,1.3056358847065754
2018,0.22689918058063008,0.04288304339546324,0.4945843413213016,0.49458556898908673,0.45749866975524667,-0.03058109635678347,-0.26370989934263844,-0.22959348759102535,-0.1359064092432255,0.4616723610654655,1.4613409520310212,DE,0.9741445565500012,0.7192474044797077,1.3442779032458732,0.07353830702527472,1.428696540116026,1.2537953368817316
2019,0.26074588411633537,-0.18171443069245619,0.4945843413213016,0.49458556898908673,0.40259265342748213,-0.02745831491683245,0.03958323032729258,-0.2505309848174026,-0.14933772560719805,0.38481158210069083,1.4613409520310212,DE,1.0471331593941173,0.7120203042157581,1.130804816589939,0.12874787434748314,1.6825688855300545,1.1637188177328115
2020,0.2342721919513497,-0.006039015983042248,0.4945843413213016,0.49458556898908673,0.34053714854616973,-0.02745831491683245,0.8371318305704445,-0.3223464565668271,-0.22440380121014641,0.2547445999220941,1.4613409520310212,DE,1.0523914164375767,0.7225765362605197,1.1118643578722212,0.10741716937685826,1.6796879762473746,0.9699423955079907
2015,0.3692530285245216,-0.41131702236357165,0.1229247735050881,0.12292499594138831,-0.3758227440314565,-0.43827969300819847,-0.039048321809356204,0.02527402124298658,0.1097385047498857,-0.38062549711632876,-1.669559377634885,DJ,-0.3653630007174539,-0.3779636991171208,-0.3683967697912968,-0.47292984265061755,-0.3492035304698996,-0.30943165987022403
2016,0.36908471889536254,-0.412433845889504,0.1229247735050881,0.12292499594138831,-0.375815135422392,-0.43841674240623396,-0.05028140068602031,0.025183481874480086,0.10961643018079699,-0.3807042431214569,-1.669559377634885,DJ,-0.3730139496960936,-0.38669549614403287,-0.36458403795508804,-0.4726231460255701,-0.3494807640474291,-0.309593044778328
2017,0.3686214411882552,-0.41550805741227403,0.1229247735050881,0.12292499594138831,-0.37578819121568985,-0.43846945108548846,-0.06151447956268442,0.024952928645432207,0.10929851291759528,-0.38090060530250724,-1.669559377634885,DJ,-0.36788672266783906,-0.39671861393237107,-0.36504529626984494,-0.4734324487930842,-0.3487751563201614,-0.30928885039198145
2018,0.3690083504608316,-0.4129406052359246,0.1229247735050881,0.12292499594138831,-0.37578374162984246,-0.43846945108548846,0.005883993697300246,0.024793749844972134,0.10922274743147081,-0.3809498126046431,-1.669559377634885,DJ,-0.3712928215100033,-0.3925456633177199,-0.3649015285898422,-0.4729685755476511,-0.34853020124732537,-0.30927459280594294
2019,0.36905962151135296,-0.4126003534347952,0.1229247735050881,0.12292499594138831,-0.3757824510672122,-0.43827969300819847,-0.07274755843934853,0.024790201336565315,0.10922973407914795,-0.38094319597429555,-1.669559377634885,DJ,-0.37143847037324557,-0.3925456633177199,-0.3632167553376041,-0.46894746809792354,-0.3481818916848531,-0.3091566148190413
2020,0.36900543592591434,-0.41295997686721386,0.1229247735050881,0.12292499594138831,-0.376031348062414,-0.43827969300819847,-0.08398063731601264,0.024785015822873773,0.10921367615981463,-0.38125927997205245,-1.669559377634885,DJ,-0.36286920971607933,-0.3924331151109577,-0.36548811752429533,-0.4682738032474508,-0.3475596657849764,-0.3095815045109191
2015,0.34956585948821534,-0.3203837093680149,0.15061979340787082,0.15062027342775783,-0.3374485083595134,-0.42204922008335377,0.18561325572392598,0.0012519419093056257,0.08470663753585916,-0.3517346129549376,-0.9781522215003307,DK,-0.16979618284481596,-0.19802464079548532,-0.17553316791374587,0.2127112084036222,-0.21178804898308887,-0.2047387497528117
2016,0.35121076203791596,-0.3312985017514152,0.15061979340787082,0.15062027342775783,-0.335774089003546,-0.4214104305162389,-1.5779801279123395,0.0018948308170520097,0.08566499411300772,-0.3489948696963144,-0.9781522215003307,DK,-0.19991403819282128,-0.19269020516060203,-0.19131011412523846,0.2566535076740508,-0.2165218086549146,-0.20553716928338986
2017,0.35187138995249173,-0.33568224186961576,0.15061979340787082,0.15062027342775783,-0.3360134712400992,-0.42147724152845,-0.26370989934263844,-0.004299038202919385,0.07978955832779105,-0.35352583979260715,-0.9781522215003307,DK,-0.17473894638260587,-0.20769125117612944,-0.19026182656553922,0.22695290514228547,-0.20152938399415582,-0.2049505442297547
2018,0.3507658668549599,-0.32834630306454743,0.15061979340787082,0.15062027342775783,-0.33663225604813635,-0.42147724152845,-0.1626121894526614,0.010382338884839101,0.09380978290287513,-0.3441695011174482,-0.9781522215003307,DK,-0.2286560003146146,-0.21114046696136984,-0.16526319943407503,0.1997892044462314,-0.2510334585357311,-0.20518846644656788
2019,0.35707554921208035,-0.3702158878022021,0.15061979340787082,0.15062027342775783,-0.33896234974573186,-0.42204922008335377,-0.6905668966558746,-0.003512576944485252,0.08161103775422048,-0.3558195840211525,-0.9781522215003307,DK,-0.16262681745467358,-0.24152549522843844,-0.1637334163466137,0.09850375279017824,-0.208591804528113,-0.2113463926794467
2020,0.3520978855091326,-0.3371855183792956,0.15061979340787082,0.15062027342775783,-0.3428993652316408,-0.42204922008335377,-0.01658216405602798,-0.00033573860947397913,0.08368113406200493,-0.35914291952566474,-0.9781522215003307,DK,-0.17341883307732536,-0.24571345750136817,-0.1637334163466137,0.11704302877020507,-0.20374629392806268,-0.21957867721717428
2015,0.34846376525529194,-0.36612825239065916,0.14015278631060285,0.1401530226260947,-0.35521110430628045,-0.3721385188392287,0.32041020224389527,0.05320339762041825,0.13402843023193575,-0.3378878940074951,-1.3173330905474712,DO,-0.322824341390789,-0.30483737440237624,-0.3298457493560009,-0.32203695080299993,-0.24755801309879905,-0.25113161294638264
2016,0.3394358504797634,-0.4260350379536144,0.14015278631060285,0.1401530226260947,-0.3553344501151915,-0.3688597406600714,0.42150791213387234,0.07210394122214596,0.1505312788687753,-0.32613486944169495,-1.3173330905474712,DO,-0.3205825043288033,-0.30148335063692927,-0.3261171192186191,-0.32621146546921914,-0.24998079832753303,-0.24981583479602112
2017,0.33957529097384337,-0.425109876652429,0.14015278631060285,0.1401530226260947,-0.35538150425710946,-0.36985094621831294,0.590004095283834,0.058936769068405885,0.1377837799924566,-0.3353875678347235,-1.3173330905474712,DO,-0.31248504981084463,-0.30109640772437773,-0.3217801678489754,-0.3398552894406653,-0.22828353279156627,-0.24973775298479464
2018,0.3434444789458463,-0.39943513367944117,0.14015278631060285,0.1401530226260947,-0.35492992154559616,-0.36985094621831294,0.8932972249537651,0.04328259659933195,0.12338162778169683,-0.3452238584736412,-1.3173330905474712,DO,-0.3109326541660541,-0.2971457946616185,-0.3240694528127935,-0.29693006590204296,-0.2155141900491966,-0.2463258234071351
2019,0.3472438514245701,-0.37422388779637294,0.14015278631060285,0.1401530226260947,-0.3543738375237555,-0.3721385188392287,0.20807941347725423,0.03640853192007975,0.11748456029392831,-0.34879736981253767,-1.3173330905474712,DO,-0.29763490586115654,-0.3022614116996747,-0.324344413712177,-0.3227763495239549,-0.22027663619983662,-0.2459545007272679
2020,0.34363268551435866,-0.39818656409992775,0.14015278631060285,0.1401530226260947,-0.35617765576999727,-0.3721385188392287,0.17438017684726193,0.05312815127506249,0.13297289031343226,-0.3398318741157263,-1.3173330905474712,DO,-0.2984175493354422,-0.30587192510940614,-0.3306439408769883,-0.3005865729097872,-0.20995563623731403,-0.25395892828471756
2015,0.34450704598953247,-0.3476762205638332,0.5965746664952922,0.5965751920883219,-0.19567906133320215,-0.23771914612033093,-0.7804315276691874,-0.04498161405010788,0.07553425328747165,-0.1849092136917198,-1.0955609838628022,DZ,0.2587729970026311,0.655128340210642,-0.13937393250623578,-0.3389114591588207,-0.2012990561461196,0.01773070251934673
2016,0.3508369205493476,-0.3056729620898751,0.5965746664952922,0.5965751920883219,-0.1968599832444431,-0.24052537943254945,-1.0724915784624542,-0.02410939740032869,0.09707353079458961,-0.17081734897414205,-1.0955609838628022,DZ,0.1478410265582121,0.14978862139889146,-0.1349388604554758,-0.34802665215748413,-0.19496344873377075,0.001254176595332719
2017,0.3483588991460146,-0.32211672773654226,0.5965746664952922,0.5965751920883219,-0.1903843282766131,-0.23231818602368637,-0.5557699501359052,-0.03262601721148707,0.08830600368973164,-0.1692182077149811,-1.0955609838628022,DZ,0.12691638138150507,0.12936947251519793,-0.13942449830904602,-0.3495946542902688,-0.1913122409699431,0.003630865897360302
2018,0.34857748926480797,-0.32066622549154944,0.5965746664952922,0.5965751920883219,-0.17755636414986423,-0.23231818602368637,-1.1061908150924467,-0.05142607464125569,0.07010911235902481,-0.16665077908788783,-1.0955609838628022,DZ,0.25800988137794745,0.07346408784198906,-0.13775181895802055,-0.3499450135929777,-0.160538802161479,0.01239321278325642
2019,0.3495058543575661,-0.3145058571334034,0.5965746664952922,0.5965751920883219,-0.16823576094131742,-0.23771914612033093,-0.43220608249260006,-0.04140336005945595,0.08002277103502085,-0.14809682820942718,-1.0955609838628022,DZ,0.2067093209753857,0.0983782806074065,-0.1482108538331558,-0.34464450188632817,-0.14974086371749065,0.020812528682952604
2020,0.3483572799599494,-0.32212778821117727,0.5965746664952922,0.5965751920883219,-0.18468301088694694,-0.23771914612033093,0.07328246695728491,-0.00351997840435489,0.11654677974188449,-0.14187317163134272,-1.0955609838628022,DZ,0.20995346022846093,0.08951423092868678,-0.16420163358598885,-0.3404811546368835,-0.15250342621295293,-0.008688303839460364
2015,0.3427625158737063,-0.23615882704944746,0.8398080639067764,0.8398087854529306,-0.1166966283604951,0.1997930662433585,0.09574862471061311,-0.02352486673280867,0.11602431141414243,-0.05907482099264543,-0.9781522215003313,EG,0.4021736287647315,0.2564452242681185,0.14496526184091593,0.2799131773971195,1.889581221937355,0.20007728039398612
2016,0.3460784184426281,-0.2581622192747984,0.8398080639067764,0.8398087854529306,-0.0990878720476199,0.24003054632878015,0.26424480786057475,-0.024400714468832314,0.11584881230239355,-0.03765932245253198,-0.9781522215003313,EG,0.37705789268246453,0.08555189279394242,0.12250459068693086,0.12958233023741575,1.8783189363199517,0.20943086301744473
2017,0.34338609300126227,-0.24029670861718952,0.8398080639067764,0.8398087854529306,-0.08142543746605194,0.28787144412259663,-0.7804315276691874,-0.024672068058253966,0.11503798229017932,-0.01663505113178512,-0.9781522215003313,EG,0.4406067761716955,0.1904292506118634,0.10492293800399174,0.14577991634383922,1.8655265702142134,0.24306712425942276
2018,0.33700364251744974,-0.19794425515832584,0.8398080639067764,0.8398087854529306,-0.08048778090016336,0.28787144412259663,0.09574862471061311,-0.02854104021303707,0.10998602043375691,-0.019131919135385447,-0.9781522215003313,EG,0.47861282596506033,0.2787060165694979,0.09655397153013874,0.21627916488812446,1.7488575255644752,0.24082671717399712
2019,0.3368460099916967,-0.1968982502714138,0.8398080639067764,0.8398087854529306,-0.08546158643541896,0.1997930662433585,-0.10644679506934086,-0.030805397827909288,0.10775696815777801,-0.02682582157625027,-0.9781522215003313,EG,0.40168419218753826,0.29230903148639825,0.12141011549371493,0.37335706213535036,1.9381568363931592,0.19675044440381104
2020,0.34121533596534864,-0.2258921784796594,0.8398080639067764,0.8398087854529306,-0.10691119418688537,0.1997930662433585,-0.21877758383598198,-0.02897844003972299,0.11041815570141332,-0.05114757946022982,-0.9781522215003313,EG,0.317001247431698,0.14940020636465184,0.08779089348693928,0.35735896233902226,2.0161787257796577,0.16101183100529717
2015,0.21857180189387096,-0.0436130283860156,0.5962194060777312,0.5962191471445927,-0.06696199928040844,-0.29599047552228286,-1.5555139701590113,-0.18934868588575557,-0.09018281080220399,-0.14697344719381739,1.3569776077088243,ES,0.5262639848640285,0.13369952872598756,0.02931276097661292,2.220004871699491,-0.047295812193848825,0.3051568510461482
2016,0.20951197962823528,0.01650855159435176,0.5962194060777312,0.5962191471445927,-0.07172680219500922,-0.2995812471798528,-0.09521371619267674,-0.25959016208131114,-0.1601798235425979,-0.2032936094877871,1.3569776077088243,ES,0.6919220125945537,0.17926298836150056,0.003111384747559245,2.3110803043799013,-0.020047035297271344,0.2918392364551562
2017,0.25782087211278537,-0.304058132793162,0.5962194060777312,0.5962191471445927,-0.04720154385652941,-0.28699333512200104,-1.1511231305991032,-0.23146576247672773,-0.12306670807978176,-0.14651965855035384,1.3569776077088243,ES,0.4751585371175259,0.20959264523726856,0.03532304895331943,2.3053901842002045,-0.062397096740159176,0.34566661746058824
2018,0.1875424821115036,0.16229192755515637,0.5962194060777312,0.5962191471445927,-0.05392046416971175,-0.28699333512200104,-1.0163261840791338,-0.23482985824552785,-0.14062412521817116,-0.16740385655416679,1.3569776077088243,ES,0.8338235488538687,0.16560638680697362,0.10334580005831843,2.388768702087834,0.000883464594234412,0.33853260761854215
2019,0.23645714067689308,-0.16229128919267527,0.5962194060777312,0.5962191471445927,-0.06822172545845369,-0.29599047552228286,-1.4881154968990264,-0.2201743737901387,-0.11645534889254866,-0.16746606866824643,1.3569776077088243,ES,0.4779584795253094,0.1600477991312948,0.03878196112381532,2.5542875620584495,-0.04858634342608277,0.30113805621094664
2020,0.22198066479217943,-0.06623327908243974,0.5962194060777312,0.5962191471445927,-0.11218194333618613,-0.29599047552228286,-1.431950102515706,-0.12018710414592047,-0.0223836313406966,-0.15338992290144682,1.3569776077088243,ES,0.7131535568680532,0.10258018850803867,0.025301230150517193,2.3656080089977585,-0.00146121211342218,0.19468416311705522
2015,0.36668138959275187,-0.4264475304547885,0.05348559581578044,0.05348564467465705,-0.35329467590486624,-0.40519445560951056,-0.10644679506934086,0.008103397948497503,0.08683811809740397,-0.36958340820839153,-0.5606988442115431,EE,-0.3688758444849415,-0.38742319236238676,-0.2359326473068346,-0.4651048843159803,-0.3565091566059472,-0.29083795827720055
2016,0.36789238837549154,-0.43448339189543905,0.05348559581578044,0.05348564467465705,-0.3522812987173961,-0.4030856529744005,-0.7467322910391951,0.005695732499035374,0.08474826899922124,-0.36985108796774224,-0.5606988442115431,EE,-0.3896566667184731,-0.3872782235717897,-0.22485164397433377,-0.4662711865591701,-0.364576497457683,-0.28743551106917475
2017,0.36588802651933056,-0.4211830289407231,0.05348559581578044,0.05348564467465705,-0.35175753586585345,-0.40303925248445416,0.46644022764052884,0.007419913306037934,0.08601361948352802,-0.36829748974863574,-0.5606988442115431,EE,-0.37717392256040094,-0.38545787700173195,-0.19863893336372215,-0.46378565354134665,-0.35957321882442417,-0.2864397948503827
2018,0.3649163339123941,-0.41473508824206656,0.05348559581578044,0.05348564467465705,-0.35067175012018925,-0.40303925248445416,-0.3423414514792872,0.003357155659806166,0.08187398860458235,-0.3699551893390955,-0.5606988442115431,EE,-0.38585999757779854,-0.3842278379607742,-0.19160281918048058,-0.46504686577552745,-0.3655894690056172,-0.28660092323817377
2019,0.3671782130252793,-0.4297443103285713,0.05348559581578044,0.05348564467465705,-0.3488954562627879,-0.40519445560951056,-1.027559262955798,-0.010524249885049465,0.06886513692174374,-0.37716586747995967,-0.5606988442115431,EE,-0.371947315650271,-0.38511782101178543,-0.1999717784084267,-0.4678693957026571,-0.35595914589089167,-0.28968706870423855
2020,0.36651127028504943,-0.4253186668121821,0.05348559581578044,0.05348564467465705,-0.35083095758095034,-0.40519445560951056,0.19684633460059012,0.004209246855722267,0.0830252097032293,-0.36931962674883373,-0.5606988442115431,EE,-0.3744820595287601,-0.3854896960014331,-0.17922665733402232,-0.47574950176730374,-0.35538583439393834,-0.2931480752331331
2015,0.26073540703003156,-0.1743579510059228,0.10224885247483328,0.10224905825424602,-0.3710560155517277,-0.40287927042709293,1.7470112195802372,1.1445266656265742,1.171959498798105,0.39142185500591364,0.6786158696145446,ET,0.17181527734676946,0.32111085160245667,1.1150144434008515,-0.45305654560358716,0.07416225353175447,-0.26311365656660884
2016,0.2529433122071588,-0.22606029769411173,0.10224885247483328,0.10224905825424602,-0.37089498074564936,-0.3979770444309766,1.9379735604835273,1.2473720217261717,1.270162876379921,0.4624565620542851,0.6786158696145446,ET,0.2001827777994763,0.35975875943093916,1.1301871706239928,-0.4508672097645576,0.0927638307487455,-0.2587009199129289
2017,0.2264077099867415,-0.40214653003282647,0.10224885247483328,0.10224905825424602,-0.3706636274075836,-0.393844554169922,1.3650865377736576,0.8972320630205578,0.9250321371886007,0.21378496139750344,0.6786158696145446,ET,0.18821459456572148,0.3665475316360529,1.1438949815093917,-0.44745711302420244,0.12223764278966108,-0.2575322470877657
2018,0.24501025295038006,-0.2787002566177895,0.10224885247483328,0.10224905825424602,-0.3704931132476722,-0.393844554169922,1.2752219067603447,0.5886426423239186,0.6293956244664632,0.0007409914373665992,0.6786158696145446,ET,0.2827199916740728,0.35395787432866055,1.1526310829655055,-0.4605059199131537,0.09803289866085317,-0.25562581219559233
2019,0.2483867321273858,-0.2562961591970897,0.10224885247483328,0.10224905825424602,-0.3703449954888049,-0.40287927042709293,1.9716727971135193,0.8163540202157807,0.8510272111222968,0.16079288522428117,0.6786158696145446,ET,0.2750706596391409,0.358256615798561,1.1676044611124694,-0.4550578773825615,0.12795506338000567,-0.25464970262769454
2020,0.24669706384529605,-0.26751211250412366,0.10224885247483328,0.10224905825424602,-0.3709297574112173,-0.40287927042709293,1.1067257236103831,0.6698815250131023,0.7085641691651956,0.05731373980483989,0.6786158696145446,ET,0.27749064615440067,0.3579546974883264,1.1824119690501547,-0.458192795085825,0.1686600949041461,-0.2553517760193032
2015,0.3088842858328505,-0.3464289150385637,0.09058125338364864,0.09058144976343731,-0.32444523329139563,-0.3985013984339291,-1.5442808912823471,0.013328978342556206,0.08320842785099067,-0.33690699654793854,0.7438429598159177,FI,-0.2906475287318726,-0.3353814822447322,-0.27604585594451614,-0.3263522702966776,-0.2851916265114739,-0.2029446278056187
2016,0.31417473818508695,-0.38153454551656124,0.09058125338364864,0.09058144976343731,-0.32065394859453344,-0.39573900362141456,-1.836340942075614,-0.06317747678546075,0.010051360893998211,-0.38503940189859664,0.7438429598159177,FI,-0.29111238621197183,-0.33496241327399817,-0.2374250025484491,-0.3371747762662261,-0.28621953105449865,-0.19887591330489565
2017,0.30988332363503984,-0.35305824752123466,0.09058125338364864,0.09058144976343731,-0.3249174878468097,-0.3990431170374138,-1.5555139701590113,-0.010151821201035813,0.06062845673691692,-0.35377249678267025,0.7438429598159177,FI,-0.28240578980254016,-0.3297305553775406,-0.2606377147985283,-0.32197863500670443,-0.28698112834824546,-0.19664035577341624
2018,0.3055132356914749,-0.324059263096013,0.09058125338364864,0.09058144976343731,-0.3230240154709427,-0.3990431170374138,0.11821478246394136,-0.09777972589995654,-0.025284100284115558,-0.4134275475558712,0.7438429598159177,FI,-0.3021207856328788,-0.3268185379802371,-0.15474529785963273,-0.3444146923980522,-0.29991749755536967,-0.19853221837392476
2019,0.31460096510517443,-0.3843634989146388,0.09058125338364864,0.09058144976343731,-0.3283121244007569,-0.3985013984339291,-1.9037394153355987,-0.11912522673007149,-0.044147167666972145,-0.43350370416218437,0.7438429598159177,FI,-0.2748879045736768,-0.3336034481479486,-0.28812811839450425,-0.36088145235262664,-0.27019626193109303,-0.20497570302196735
2020,0.3106112906406775,-0.3578888308146901,0.09058125338364864,0.09058144976343731,-0.3316056859168465,-0.3985013984339291,-0.4659053191225924,-0.12510748287177403,-0.050763020747191204,-0.4423052861333816,0.7438429598159177,FI,-0.2954249038582,-0.33624498344610115,-0.19472654962445302,-0.36995790140173274,-0.28276776820550104,-0.2211759950777949
2015,0.3624661053616379,-0.38058366071151034,0.06642535658235331,0.06642546292012778,-0.3732955642888559,-0.4334303208707836,0.5563048586538417,0.006209856966703066,0.0852089414558497,-0.3952277306660409,-0.06497295868110815,FJ,-0.38636321164432846,-0.39022243332734835,-0.35437791548076897,-0.38252506448246476,-0.36154744662861416,-0.30670606677924317
2016,0.3603489719583521,-0.3946326755929148,0.06642535658235331,0.06642546292012778,-0.3730890971098287,-0.4337465843329336,-0.4996045557525848,0.014688626021522029,0.09300517751355326,-0.3893514489277523,-0.06497295868110815,FJ,-0.3857701452994035,-0.38898245491623495,-0.35207446689362015,-0.41022654840017625,-0.3659702275673109,-0.30700914227249876
2017,0.361029411090666,-0.390117157819777,0.06642535658235331,0.06642546292012778,-0.3730283835616647,-0.4337887433057009,0.6461694896671545,0.00982844217597036,0.08842779884327587,-0.39257898266692215,-0.06497295868110815,FJ,-0.386431501763829,-0.3887201002162434,-0.3513985260977877,-0.41539707414843696,-0.36355535815379364,-0.3067176658056396
2018,0.36057613423866686,-0.3931252909069418,0.06642535658235331,0.06642546292012778,-0.37224498920327254,-0.4337887433057009,0.062049388080620785,0.008441644165453059,0.08698996616029157,-0.392657703172419,-0.06497295868110815,FJ,-0.3846662041647599,-0.3873550688795488,-0.35163419435665316,-0.4269194353424175,-0.36297300433106755,-0.30689961223525897
