IPCC_annex,C_group_IM24_sh,Country_code_A3,Name,ipcc_code_2006_for_standard_report,ipcc_code_2006_for_standard_report_name,Substance,fossil_bio,Y_1970,Y_1971,Y_1972,Y_1973,Y_1974,Y_1975,Y_1976,Y_1977,Y_1978,Y_1979,Y_1980,Y_1981,Y_1982,Y_1983,Y_1984,Y_1985,Y_1986,Y_1987,Y_1988,Y_1989,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021,Y_2022
Non-Annex_I,India +,BTN,Bhutan,3.C.1,Emissions from biomass burning,CH4,bio,0.097602843,0.099908789,0.102353259,0.104646523,0.107130907,0.109397381,0.111410374,0.113793514,0.116205406,0.118939754,0.122859344,0.126193256,0.12954755,0.13531182,0.139819174,0.135969205,0.137667194,0.129989273,0.092939074,0.093253509,0.103968359,0.099969365,0.098586121,0.105611167,0.112557144,0.123730854,0.12997865,0.132366804,0.129949681,0.121723987,0.095124409,0.09701632,0.080474261,0.087520701,0.103808163,0.133644208,0.131197909,0.13715855,0.112237995,0.106522656,0.102549699,0.127135806,0.116426714,0.11668948,0.115433083,0.116107361,0.117863182,0.125548588,0.089721642,0.078032044,0.077499994,0.074094836,0.071056271
Non-Annex_I,India +,BTN,Bhutan,1.A.1.a,Main Activity Electricity and Heat Production,CH4,fossil,4.57E-06,4.57E-06,9.10E-06,1.26E-05,1.52E-05,1.53E-05,1.81E-05,3.31E-05,2.09E-05,2.24E-05,2.29E-05,0.000235812,0.000242502,0.000244308,0.000217733,0.000270161,0.000274273,0.000349834,0.000338779,0.000285923,0.000606008,0.000595641,0.00064097,0.000689677,0.000623321,0.000896631,0.000920879,0.001028133,0.001325856,0.001244466,0.002070843,0.004778918,0.005691087,0.008388705,0.00976181,0.011420247,0.011215954,0.00883642,0.007651343,0.006472267,0.005580112,0.004663057,0.005173506,0.00582463,0.006092576,0.005920255,0.006387865,0.007172967,0.008758481,0.009328646,0.007204234,0.007585398,0.007851168
Non-Annex_I,India +,BTN,Bhutan,1.A.2,Manufacturing Industries and Construction,CH4,fossil,2.76E-05,2.76E-05,1.76E-05,1.84E-05,2.07E-05,2.27E-05,2.32E-05,3.19E-05,3.15E-05,3.45E-05,3.48E-05,0.000123731,7.88E-05,7.61E-05,8.11E-05,0.00028719,0.000349011,0.003585758,0.003744075,0.00382637,0.004350765,0.004486838,0.00465366,0.004685609,0.006407987,0.007903199,0.010461081,0.013746022,0.013894976,0.022973341,0.011315282,0.009967837,0.011162169,0.010674836,0.010056782,0.011933929,0.01047827,0.014274327,0.017028883,0.01641469,0.014561868,0.015968517,0.013776454,0.01427669,0.015527028,0.012865579,0.014038304,0.019981683,0.02932656,0.029157857,0.022710027,0.023409014,0.023271658
Non-Annex_I,India +,BTN,Bhutan,1.A.3.a,Civil Aviation,CH4,fossil,8.56E-07,8.56E-07,1.06E-06,9.07E-07,5.90E-07,5.45E-07,5.30E-07,6.19E-07,5.08E-07,6.70E-07,7.81E-07,8.49E-06,8.10E-06,1.07E-05,1.27E-05,1.87E-05,1.21E-05,1.94E-05,1.98E-05,2.01E-05,4.49E-05,4.44E-05,4.54E-05,4.50E-05,4.98E-05,7.11E-05,9.28E-05,8.48E-05,8.79E-05,7.61E-05,0.000110392,9.07E-05,4.57E-05,4.53E-05,4.33E-05,8.10E-05,8.07E-05,8.57E-05,8.63E-05,0.00011087,0.00019842,0.000356362,0.000216507,0.000205521,0.000190012,0.000131166,0.000116551,0.000259736,0.000248232,0.000119028,9.24E-05,8.32E-05,0.000113754
Non-Annex_I,India +,BTN,Bhutan,1.A.3.b_noRES,Road Transportation no resuspension,CH4,fossil,0.000178572,0.000195247,0.000218285,0.000220117,0.000191514,0.000208683,0.000203747,0.000225814,0.000258591,0.000280195,0.000294268,0.003232357,0.003674221,0.003655234,0.003447732,0.00298988,0.002651529,0.003737025,0.003790903,0.003814122,0.008555903,0.009397523,0.010759195,0.011865212,0.016979901,0.023579761,0.024946143,0.02632619,0.030078111,0.027088168,0.028805575,0.026062432,0.029727247,0.02907831,0.025209997,0.033591944,0.028593492,0.024258186,0.024081459,0.025476988,0.039118746,0.040638798,0.046192474,0.045420248,0.03669578,0.04775261,0.048398468,0.054440607,0.061601657,0.068512564,0.053194294,0.055507089,0.056432207
Non-Annex_I,India +,BTN,Bhutan,1.A.3.d,Water-borne Navigation,CH4,fossil,1.93E-06,1.93E-06,2.23E-06,2.13E-06,2.53E-06,7.17E-06,5.17E-06,6.70E-06,6.39E-06,6.80E-06,6.19E-06,7.39E-05,7.32E-05,6.90E-05,8.39E-05,0.000106647,9.91E-05,0.000111104,0.000124928,8.15E-05,0.000139899,0.000140403,0.00012909,0.000104884,0.000134644,0.000177778,0.000190109,0.000196435,0.000201646,0.000156398,0.000821648,0.000903855,0.001012981,0.000951388,0.0010116,0.001073683,0.001122831,0.000962044,0.00090814,0.000824753,0.000959894,0.001056038,0.001312956,0.001301352,0.001303446,0.001418861,0.001738479,0.001921203,0.002229382,0.002437779,0.001892735,0.001976827,0.002010197
Non-Annex_I,India +,BTN,Bhutan,1.A.3.e,Other Transportation,CH4,fossil,,,,,,,,,,,,,,,,,,,,,,,,3.44E-05,4.66E-05,7.42E-05,7.78E-05,8.42E-05,9.85E-05,0.000102469,0.000125844,0.000144252,0.000209566,0.000228767,0.000221487,0.00023837,0.000229393,0.000247776,0.000232249,0.000226371,0.000299783,0.000356599,0.000514172,0.000580592,0.000554601,0.000585923,0.000771049,0.000840952,0.000916006,0.000918551,0.000713181,0.000744189,0.000756592
Non-Annex_I,India +,BTN,Bhutan,1.A.4,Residential and other sectors,CH4,fossil,6.07E-06,6.07E-06,7.43E-06,5.97E-06,7.06E-06,1.06E-05,9.77E-06,1.11E-05,1.02E-05,1.12E-05,1.36E-05,0.000105108,0.000103048,9.26E-05,8.86E-05,0.000123903,0.000164056,0.000190999,0.000190307,0.000187246,0.000780004,0.000608082,0.000641701,0.000628931,0.000749623,0.000739689,0.000773403,0.000830456,0.000955436,0.000960701,0.000879675,0.000968027,0.000935968,0.000987293,0.001048628,0.001082151,0.001029729,0.001424468,0.001221647,0.001498077,0.001892713,0.002575187,0.002930865,0.004208648,0.004527047,0.006073422,0.006819145,0.006840233,0.007209729,0.007647265,0.007850329,0.008191648,0.008328175
Non-Annex_I,India +,BTN,Bhutan,1.A.5,Non-Specified,CH4,fossil,0.000156326,0.000156326,0.000128852,0.00017952,0.000228556,0.000171549,0.000161042,0.00010063,0.000146989,0.000124597,0.000155241,0.000939125,0.00091386,0.000945714,0.000699453,0.001500159,0.001528929,0.014724281,0.013826978,0.014239992,0.018624655,0.018700826,0.001646369,0.001210835,0.003008555,0.002752624,0.002274526,0.003230589,0.003163036,0.003373162,0.000182355,0.000392919,0.000255063,0.000312179,0.000425434,0.000322832,0.000441413,0.000312902,0.00023341,0.001330198,0.000729253,0.001139796,0.001392107,0.001293344,0.001283105,0.002359057,0.002505235,0.002543188,0.001817018,0.001259874,0.000978185,0.001020715,0.001037727
Non-Annex_I,India +,BTN,Bhutan,1.B.1,Solid Fuels,CH4,fossil,4.13E-05,4.13E-05,3.65E-05,4.31E-05,4.61E-05,5.51E-05,6.10E-05,7.25E-05,8.44E-05,8.39E-05,8.59E-05,0.000179085,0.000238652,0.000312469,0.000804806,0.005506601,0.010937217,0.024895068,0.024933496,0.030589098,0.034524191,0.038331496,0.131074494,0.544569244,0.753382245,0.979300518,1.089613649,0.737746913,0.591103369,0.906947384,0.822674162,1.278662305,1.34296106,1.015231063,0.680335227,1.32238442,1.495691991,1.3034644,1.297706707,1.049209935,1.232936918,1.383747137,1.375924498,1.080083478,1.165051182,1.183631753,1.638939,2.254020822,2.602105177,2.578492082,19.22421837,2.487323549,2.657126167
Non-Annex_I,India +,BTN,Bhutan,1.B.2,Oil and Natural Gas,CH4,fossil,1.04E-07,1.04E-07,1.04E-08,1.25E-08,8.35E-09,1.25E-08,8.35E-09,1.04E-08,1.25E-08,1.25E-08,,,,,,,,,,,,,,,,,,,,,,,,,1.22E-05,9.16E-05,9.80E-05,7.66E-05,8.24E-05,6.55E-05,0.000105142,0.000117138,0.000157843,0.000205949,0.000168181,0.000109783,0.000241834,0.00027781,0.000286088,0.000289171,0.000311336,0.000351647,0.000397177
Non-Annex_I,India +,BTN,Bhutan,2.C,Metal Industry,CH4,fossil,,,,,,,,,,,,,,,,,,,,,,,,,0.0022,0.0132,0.0132,0.0165,0.0198,0.0198,0.0165,0.0176,0.0231,0.0231,0.0232617,0.022,0.022,0.0231,0.0339064,0.0998778,0.1072808,0.1063821,0.09031,0.09053,0.0874335,0.1148466,0.1168574,0.119251,0.1329427,0.1524776,0.113617218,0.143146717,0.143146717
Non-Annex_I,India +,BTN,Bhutan,3.A.1,Enteric Fermentation,CH4,fossil,8.2354,8.43325,8.63775,8.8221,9.014,9.2394,9.4984,9.7191,9.9645,10.17495,10.3800602,10.6863926,11.1750572,11.6956624,12.2627822,12.868814,12.8318,13.367467,13.451296,13.480376,13.9282946,13.3589,12.4584082,12.46569,12.4852524,13.714397,13.226221,13.2454286,13.22684,14.043326,13.1213816,11.9334812,12.154074,12.1749184,12.329809,13.763945,13.1498082,13.2747202,11.898154,12.5594098,12.5918918,12.222143,12.2612106,12.541421,11.3041018,10.9748473,10.9305366,10.93561,10.8636947,11.0092734,10.2436751,10.09744066,9.953723308
Non-Annex_I,India +,BTN,Bhutan,3.A.2,Manure Management,CH4,fossil,0.87223465,0.891010983,0.91117515,0.927698649,0.946264316,0.968702316,0.996497983,1.018163649,1.043189316,1.061214982,1.079382982,1.118587242,1.158173181,1.199471594,1.244190084,1.291035443,1.355327304,1.350312526,1.342255215,1.355866052,1.41653577,1.38397165,1.299037952,1.297518985,1.298106261,1.421292874,1.398564206,1.373086827,1.379331516,1.460247436,1.35341923,1.240267773,1.280686153,1.25745564,1.265882068,1.393558681,1.334632391,1.345627988,1.200466912,1.254869369,1.251465607,1.222255484,1.24912864,1.236263748,1.143294392,1.101829078,1.102598185,1.110788964,1.108198753,1.118658923,1.042188794,1.030260737,1.018740852
Non-Annex_I,India +,BTN,Bhutan,3.C.7,Rice cultivations,CH4,fossil,8.293041,8.362637542,8.427524,8.487700375,8.543166667,8.593922875,8.639969,8.681305042,8.717931,8.749846875,8.871092517,8.645170333,8.817334,8.9800775,9.01908601,9.277304,9.982198333,10.37833658,7.178696565,7.047960833,7.00407644,8.183006289,7.681632703,7.300440017,6.9307,7.2844475,7.13576375,6.664820481,6.116857464,5.645727322,5.700877,5.0430835,4.102000266,4.304819929,4.133574354,5.542129502,5.789898387,6.035036098,4.244083662,5.200515411,5.002519568,5.330977789,4.636567117,4.667483412,4.464005956,4.378712065,4.70980146,4.648845929,3.306947189,2.691033209,2.781150918,2.461638689,2.178833588
Non-Annex_I,India +,BTN,Bhutan,4.A,Solid Waste Disposal,CH4,fossil,0.083242508,0.102688098,0.112484298,0.1228484,0.133835547,0.145494037,0.159644366,0.174921177,0.191054256,0.207945444,0.225504421,0.246109924,0.267684393,0.290254628,0.314477785,0.340884344,0.373844961,0.410479705,0.448741555,0.485757644,0.518895772,0.550225333,0.587264637,0.619243212,0.657594321,0.705836241,0.764803144,0.832003582,0.908939607,0.999115668,1.093949809,1.206080852,1.336729204,1.468255285,1.600061633,1.743410367,1.870058823,2.047826961,2.179627924,2.31783003,2.490025498,2.653789393,2.804404178,2.938715102,3.097597652,3.270408109,3.432922974,3.572117064,3.692132309,3.833164501,3.979583846,4.119764603,4.264883225
Non-Annex_I,India +,BTN,Bhutan,4.B,Biological Treatment of Solid Waste,CH4,fossil,0.000121417,0.000132746,0.000144649,0.000157161,0.000170347,0.000184255,0.000201195,0.00021906,0.000237758,0.000257148,0.000277111,0.000300488,0.000324303,0.000349019,0.000375436,0.000404116,0.000440017,0.000479009,0.000518961,0.000556423,0.000588552,0.000618354,0.000641205,0.000660074,0.000680374,0.000706788,0.00074672,0.000794843,0.000850366,0.000910884,0.000974234,0.001045449,0.001120201,0.001197898,0.001277748,0.00135908,0.001425748,0.001492146,0.001558411,0.001625007,0.001692231,0.00176061,0.002,0.001928,0.001856,0.001784,0.001712,0.00164,0.001689264,0.001738658,0.001788387,0.001789264,0.001790142
Non-Annex_I,India +,BTN,Bhutan,4.C,Incineration and Open Burning of Waste,CH4,fossil,0.001163859,0.001181845,0.001200109,0.001219045,0.001238594,0.001258719,0.001279362,0.001300619,0.00132249,0.001344917,0.001367862,0.001391306,0.001414865,0.001438443,0.001463076,0.001490146,0.001520382,0.001555087,0.001593111,0.00163079,0.001663059,0.001686714,0.001700412,0.001705688,0.0017073,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.00143452,0.00143452,0.001379024,0.001325675
Non-Annex_I,India +,BTN,Bhutan,4.D,Wastewater Treatment and Discharge,CH4,fossil,1.213802349,1.252968026,1.293301594,1.334971892,1.378477216,1.423697399,1.469583467,1.517261431,1.565965155,1.61472152,1.663571858,1.707958098,1.751637018,1.796513292,1.846155138,1.902636533,1.965776535,2.037033463,2.105704847,2.159327657,2.189675523,2.175477568,2.152071166,2.119193417,2.094199913,2.09034977,2.109385571,2.147351104,2.202641696,2.266855647,2.332696882,2.399877886,2.469903904,2.541761364,2.614868727,2.684526956,2.749676652,2.810974376,2.870107508,2.926345777,2.982363957,3.036139068,3.093266495,3.140290502,3.18995361,3.236192503,3.281204385,3.325578392,3.366943817,3.404045783,3.443454993,3.481520606,3.519312636
Non-Annex_I,Southern_Africa,BWA,Botswana,1.A.4,Residential and other sectors,CH4,bio,1.934541415,1.934546114,2.002352074,2.075857017,2.152361763,2.231568708,2.311074944,2.396281746,2.481488578,2.569696624,2.663904462,4.635812125,4.79541977,4.957726578,5.12663516,5.304241701,5.486650561,5.342658209,6.187465858,6.350973747,5.494520032,5.852440865,6.209761543,6.411542085,6.63298022,6.60076218,6.620281449,6.757101517,6.645521341,7.161541434,6.79992139,7.192342044,7.059300492,6.937220584,6.124999023,6.137319092,6.200179541,6.123840332,6.042400781,5.948659814,5.837820264,5.709279297,5.645540381,5.584340967,5.5353,5.4927,5.464499414,5.447801953,5.437026807,5.425652539,5.409176221,5.541541327,5.541541327
Non-Annex_I,Southern_Africa,BWA,Botswana,1.A.5,Non-Specified,CH4,bio,,,,,,,,,,,,0.00119952,,0.00090057,,,,,,,0.00030018,0.048299762,0.096899734,0.143999973,0.071999968,0.04589946,0.00030018,0.00060039,,,,,,,,,,,,,,,,,,,,,,,,,
Non-Annex_I,Southern_Africa,BWA,Botswana,1.B.1,Solid Fuels,CH4,bio,,,,,,,,,,,,,,,,,,,,,2.005086206,2.100560303,2.291521552,2.4824828,2.673444049,2.864404919,2.959879016,3.055366168,3.246314551,3.341801514,3.532762952,3.628237048,3.723724011,3.819198108,3.914685449,4.010159546,4.010159546,4.105646509,4.201120605,4.201120605,4.296594702,4.296594702,4.392082043,4.392082043,4.392082043,4.48755614,4.48755614,4.466931982,4.46721731,4.566234912,4.661423682,4.661361634,4.661361634
Non-Annex_I,Southern_Africa,BWA,Botswana,3.C.1,Emissions from biomass burning,CH4,bio,0.352372901,0.48830078,0.294188429,0.286283067,0.406607638,0.384202916,0.478380961,0.420077047,0.321122645,0.231332868,0.430819737,0.437456394,0.239863156,0.227461079,0.22976626,0.303273786,0.332462696,0.361196605,0.680112128,0.600898987,0.495945842,0.346356161,0.248579761,0.308559988,0.5141312,0.386202961,0.569989811,0.354803679,0.21992718,0.269746415,0.350122035,0.216578837,0.292038943,0.223156773,0.293159625,0.255621906,0.319669576,0.23062769,0.294839836,0.376746095,0.35771005,0.402677302,0.299587992,0.276097275,0.395344685,0.265843945,0.318456316,0.256758428,0.43366105,0.293291884,0.542938088,0.557745966,0.512183363
