year,Population,cropLand,grazingLand,forestLand,fishingGround,builtupLand,carbon,SolidWasteDisposal
1970.0,-0.23865018584804235,-0.3095256042273059,-0.2751671033507138,-0.210423702590578,-0.28714396584367274,-0.34294740599094115,-0.38116603718528114,-0.40748832863350704
1970.0,-0.28070789426795667,-0.41811978727688764,-0.3327663314352153,-0.40282847556086604,-0.4130307979644505,-0.3544436115555317,-0.38563393652752587,-0.41570547538760083
1970.0,-0.27939198904688967,-0.4160878216467404,-0.32824614746064557,-0.3980116665969179,-0.4135069050452709,-0.30982233517647484,-0.37444749880709394,-0.38732326302639847
1970.0,-0.23333969659879922,-0.3772027441583627,-0.323354081620841,-0.38637900313547824,-0.40561293264985937,-0.3131545209049262,-0.3827581461599983,-0.41158567544161456
1970.0,-0.2553265779522846,-0.37065486040511764,-0.24650831955158706,-0.2096008490221874,-0.4160056438399944,-0.3343037159781468,-0.37489811377730564,-0.38865959915464865
1970.0,-0.167808571101099,-0.09893945541430127,-0.2141126517072046,-0.11867656776812967,-0.38907427284045387,-0.16189709058760637,-0.03626511383888086,-0.017958506989744993
1970.0,-0.28519346090845804,-0.4210274149818535,-0.3351362497493152,-0.4224822310361427,0.6309212849255555,-0.35553505307070804,-0.37608348404344466,-0.3961210575104353
1970.0,6.170464664287118,4.988246384908811,0.19818326882227807,4.543401125150878,0.3339263683419761,2.132439247589722,0.5938373476951275,-0.17766146828893703
1970.0,1.0472298585882076,0.7433247884189665,-0.2552900857378648,4.47869109496563,0.5307818066135458,0.3900433538202308,-0.24759720832160187,-0.313571213070036
1970.0,0.04199622830906134,0.07890085878007212,0.36419910050180615,-0.15040057772810086,-0.006230427399538114,-0.21102602162973297,-0.3589307364701559,-0.3601792021247049
1970.0,-0.17390821194795114,-0.23199962066763416,-0.2988440276128765,-0.41226640781827584,-0.40545656421888965,-0.32104300467472446,-0.38628142291284484,-0.2394085580764799
1970.0,-0.25330522622636925,-0.30658076363530545,-0.11605510049720323,-0.370152081846653,-0.3918023071955996,-0.28451060429162994,-0.24915677114089382,-0.22326332937915203
1970.0,-0.25311119629227824,-0.31520460280021767,-0.27385423983886814,-0.38648363439359024,-0.3637075075000867,-0.31328752181502134,-0.29340457067871367,-0.2405102008423599
1970.0,0.33590402664326857,1.0006975530398257,2.047784193558078,0.662632683250765,1.1094641445444573,0.6634464882951411,1.3781455423596722,1.7230167197944908
1970.0,-0.26602616463780016,-0.39634241482227894,-0.3328186528775877,-0.4049868698101235,-0.3388260812568867,-0.26283238618924176,-0.3498370937743274,-0.41215292578971685
1970.0,0.910245953010869,1.199374052777872,1.6836933811993124,3.5688766646374224,7.847887663825297,2.164518303520491,4.056653431552544,0.5949493320109125
1970.0,-0.26952121715267435,-0.41070162126891724,-0.3315934700700624,-0.4243191834805647,-0.3952039266590237,-0.34998225924775456,-0.37850028483501497,-0.3850096606063997
1970.0,-0.1546588207433886,-0.2976264482027108,0.4459911862487192,-0.15031700609365065,-0.40294490548455536,-0.3019234019383397,-0.3646168658772526,-0.40984286686156
1970.0,-0.2868963023616709,-0.423590000295165,-0.34985329835893075,-0.4278900753013142,-0.4079146647437554,-0.35813251724087325,-0.3860818578120673,-0.41705331878102925
1970.0,-0.11383964883231476,-0.27307822516856795,-0.34714316349622515,-0.31458469665651956,-0.2746011253342015,-0.22775141541555244,-0.1288116101583339,-0.2443082273977737
1970.0,0.08591211796822798,-0.11004263254346255,-0.31996978916143026,-0.19885903289392456,0.7721019499914875,0.022758568608153874,-0.06784724585881755,-0.26878394811300177
1970.0,-0.25657149717716593,-0.39678251841015355,-0.2869138779343448,-0.3016961842924083,-0.4124733507642993,-0.33054957980810223,-0.3805247039128899,-0.41657919775237123
1970.0,-0.2599712723064939,-0.37429644333787404,-0.31044269909512184,-0.4065238359485361,-0.3951435141177943,-0.34233886021703414,-0.3540823672217937,-0.3625203445268377
1970.0,-0.27570576781546,-0.41390186288543984,-0.35038987087510987,-0.3911523775189777,-0.41520736296537797,-0.3563751480829417,-0.3814033143024559,-0.41648185766785817
1970.0,-0.2706079122062274,-0.3979240269072598,-0.3427212415440183,-0.38459644153090744,-0.3479942785886306,-0.3483652897800682,-0.382630588078796,-0.4131597837864124
1970.0,-0.21064758883412213,-0.3424574805698933,0.17636981139098312,-0.3009527305734536,-0.35280902051663054,-0.27614409207891477,-0.3790421242409368,-0.408263474521742
1970.0,-0.23398458259645782,-0.3732748379026905,-0.3415066608551868,-0.32313317158884164,-0.4097868014639596,-0.3386820600025571,-0.38209785172376537,-0.41483057365280973
1970.0,-0.16817232799604387,-0.14140807428961694,-0.3336817819111542,0.017260299553717565,0.04241876756785881,-0.2830056930486699,-0.3706446809661501,-0.341622268358385
1970.0,-0.2861340137740414,-0.42287808404772315,-0.3502315896844042,-0.42771438981937304,-0.32583357546924235,-0.35813251724087325,-0.3857653947991961,-0.4166614149604597
1970.0,-0.2162792526477,-0.38124754819906065,0.06548577860618171,-0.3526515512432817,-0.37526359067400916,-0.32404808401308843,-0.3844160209916839,-0.41346549328478066
1970.0,-0.2840557852137149,-0.4143439152806041,-0.33931121034300377,-0.42538164486535185,-0.4088340803210148,-0.35384797378143357,-0.38120611415307903,-0.4153782958054072
1970.0,-0.2745622422630025,-0.4151001659469247,-0.13869791322847852,-0.4095694901069193,-0.3941586980393763,-0.3550737805987362,-0.38396514380946256,-0.4154586006627995
1970.0,-0.27799336336257824,-0.41158332087533867,-0.34524198666176736,-0.42600536928923405,-0.40619825128425663,-0.35813251724087325,-0.38088646899693496,-0.39075326732655347
1970.0,0.2949834726436476,0.39027099191259723,1.7171412826034542,0.5160490438468618,0.0135264141115921,0.25378378003078916,0.12938351468533413,1.063246811119984
1970.0,-0.2725734991498911,-0.39990876781785323,0.004494418572758768,-0.36618261390971424,-0.4154443643386128,-0.35395361330950076,-0.3667467949782865,-0.4114696455043812
1970.0,-0.11062544740711444,-0.2073198660797727,0.05169575245417062,-0.25753409601639937,-0.2989808121237565,-0.28981611892666354,-0.3833569911594689,-0.12148841359618025
1970.0,-0.1901218281795405,-0.3672271900669239,-0.30570499013179664,-0.197330059929876,-0.36833866073104615,-0.22789516438082946,-0.37330489651055054,-0.4157390694033375
1970.0,0.02849414275879495,-0.17149526138413343,-0.32474201710195716,-0.049106125063537856,-0.33153071150954,-0.24300372153770905,-0.36260012805343267,-0.39770473350913443
1970.0,-0.2788219928118519,-0.4065593738011834,-0.35038987087510987,-0.41813951933340293,-0.41645390398956444,-0.35632525116514446,-0.3804985525731742,-0.415586563512501
1970.0,-0.14274830192711843,-0.3563154966704033,-0.23129836100070747,-0.16548052002674085,-0.4158437360189378,-0.2794751842069064,-0.3828654310930996,-0.41653673524877916
1970.0,-0.13652496844526785,-0.05606187223805759,-0.06971385064798898,-0.018830655710495206,-0.08313706398388596,0.6397254368940737,0.4413503687756099,1.2714765146765838
1970.0,-0.28626425129935396,-0.4215424102811386,-0.3381352693211194,-0.4261193962974286,-0.4054094197570383,-0.35813251724087325,-0.380352661992138,-0.4163215293686593
1970.0,-0.2550028433512075,-0.144112182780951,-0.1628481541631411,-0.181549869269084,-0.37553350408392716,-0.3527186964042837,-0.2865801293480865,-0.0278059594560801
1970.0,-0.2592417660898183,-0.383933873554117,-0.20893874087712547,-0.30189460707111737,-0.4115010886061309,-0.33490311552515256,-0.37541573930504873,-0.39266747108152555
1970.0,-0.23346832396525574,-0.31948892116912164,0.018981367039084342,-0.35419149251620824,-0.4157776387585738,-0.35490764559001836,-0.3843326535564799,-0.4154448642217135
1970.0,0.35614585489698425,0.6329264651831659,-0.04549731596276539,0.623129618545913,-0.061683306417257715,-0.1356917368478838,-0.34327200051460144,-0.3189225760755775
1970.0,-0.2426652849217871,-0.319981312669308,-0.3061688376689863,-0.15681382433347665,2.2291508419922605,-0.1952694850617835,-0.20748469208281548,-0.14986579633024075
1970.0,0.3992565029538581,0.7062908177158864,-0.2893667203961799,-0.055326331543805264,0.193482789524862,-0.1278637507473321,-0.2697617408451984,-0.21643352593566342
1970.0,-0.2699983106968817,-0.39753581971659807,-0.2581045580142847,-0.37728124382456224,-0.3915074430332031,-0.32682290877840764,-0.37223502430615535,-0.39403556120025585
1970.0,-0.2587286930246983,-0.40078108400542584,-0.33258517921770514,-0.31432010467713806,-0.38043220132260613,-0.27881082758208275,-0.38076591756997746,-0.41463018229620996
1970.0,-0.2596585539721225,-0.38444623475274403,-0.005439846459619825,-0.33486221322084675,-0.41597160726662374,-0.30279095233464465,-0.3807917066645489,-0.41281306819003555
1970.0,-0.13045681257518343,-0.2550390999053903,0.6651436744976107,-0.26680894395218663,1.25473265144862,-0.03362407798403488,-0.3044214861358375,-0.223285931043502
1970.0,0.14608756551382604,-0.21839492974819563,-0.31237702969087594,0.1214028840559663,1.1112661120949276,0.16253625709532663,-0.2447179842303901,-0.32365829360735804
1970.0,0.09081757696997898,0.7141853261099109,0.03241411084865569,0.3463426327880229,0.5153631731080068,0.6887436714815321,1.103716311092567,1.1085417988157595
1970.0,-0.18700860340720413,-0.271739406933249,-0.22528680570261844,-0.25274590607732567,1.649656490282566,-0.2693622912532425,-0.29525887772746057,-0.002286023297615844
1970.0,-0.25607666871778884,-0.4159545300027742,-0.35038987087510987,-0.42791670354780986,-0.41409557337781194,-0.32094661119404516,-0.38628142291284484,-0.37839796860033986
1970.0,-0.052983532694048714,-0.06791758365928798,-0.015333925822741094,0.2782191678148056,-0.29312812352990086,-0.040127766557229855,0.2417992086886342,-0.2445055511255589
1970.0,-0.24242661072704014,-0.38550351793302606,-0.3080818138284176,-0.32487832868705335,-0.41617048585093025,-0.32380023334331587,-0.38572107032441133,-0.41627674044412466
1970.0,-0.2863674636404137,-0.42282163433731307,-0.34901807725877515,-0.42774308081735785,-0.4154366738194521,-0.3579936335000872,-0.38540389250964663,-0.4151525529577452
1970.0,-0.2859078038305829,-0.4213171121007131,-0.34709095618293845,-0.4253942119907934,-0.37730690958278934,-0.35813251724087325,-0.3859426894300614,-0.416900945992447
1970.0,-0.2866629335824352,-0.4234554488307879,-0.3502085055834749,-0.4262702059330656,-0.41405964885864965,-0.35813251724087325,-0.3861703113856388,-0.4170785859078053
1970.0,-0.23696623769766548,-0.3948724749444861,-0.1428225788800939,-0.3298504226647805,-0.18555501774877328,-0.35118514567955844,-0.3787546885349975,-0.41109999137619674
1970.0,-0.2869407496964236,-0.42348877559432274,-0.3501615775936601,-0.4274176958341667,-0.41645390398956444,-0.35813251724087325,-0.3858595517318944,-0.41556319678283055
1970.0,-0.25537518389875896,-0.4016551014727574,-0.33164906101698627,-0.2975981028798559,-0.3899291172369719,-0.3313550230427707,-0.3806385337513534,-0.41335662115403504
1970.0,-0.2855595693303653,-0.4205271697052846,-0.3488112304274849,-0.4257553502263573,-0.41645390398956444,-0.35157522411863296,-0.38596287535496904,-0.4164271233630646
1970.0,-0.2444583068548148,-0.3987850040307294,0.0636183766894144,-0.3427011755050263,-0.4150249668617478,-0.3332114124065159,-0.3840288342848732,-0.4059282894836545
1970.0,-0.028449947640266142,-0.09031596098920673,-0.08870369003303925,0.13769813944276085,0.4804978874121084,-0.2095490854719888,0.3333681895789702,-0.029503232909152112
1970.0,0.1041417110069614,0.4528717821224982,0.47486020705316134,0.18315708074699116,4.411132212484167,-0.12417877326008017,0.33981327787452364,0.24072178102396927
1970.0,-0.144051673393637,-0.2853804141235017,-0.31408481887289025,-0.26639448543289135,-0.09423734310269816,-0.2671986059564514,-0.36199699009902286,-0.25505934431434724
1970.0,-0.1943948306832914,-0.1533244505169939,-0.2005025317860014,0.44923974750001955,-0.1478668986376715,-0.006323856179158796,0.17367218433690168,0.03989434358572188
1970.0,-0.21596312865358994,-0.25381494766148405,-0.16059717718932923,-0.13986212523401853,-0.33129366684920913,-0.023870373155581905,-0.063439097306105,-0.3058006513197619
1970.0,-0.2143608236659279,-0.3247202579515549,-0.2964398829444255,-0.4137564216027299,-0.4061757044845931,-0.3474080253534871,-0.3574630978235101,-0.3534108732089969
1970.0,0.12704531719173606,0.03281305131785407,-0.3108652023915777,0.2896537352913404,0.11162670148366247,-0.08788399788778455,-0.2868187925055198,-0.24031860414554032
1970.0,-0.28114393455327336,-0.41815321856615356,-0.344679006340545,-0.4226996235652476,-0.41529272733559486,-0.3528683961955615,-0.3857081002242658,-0.4165558863857644
1970.0,-0.26210743183400786,-0.37565714013046436,-0.33345545199274457,-0.33837398095115745,-0.31777534705877647,-0.35255767757765905,-0.38441265504616756,-0.4131701128644959
1970.0,-0.2865598254962654,-0.4217702253462291,-0.34976099952948614,-0.4278714636571966,-0.41277810482048927,-0.35813251724087325,-0.38591250815642664,-0.416063702039492
1970.0,-0.2761064656930805,-0.4103798085213003,-0.34123339542934966,-0.41520914135062537,-0.39664688323620695,-0.3548315676013635,-0.36313026245779406,-0.3236487340740832
1970.0,-0.22909314008546802,-0.355400374371925,-0.27879528173763357,-0.38243793617399024,-0.4037689142974705,-0.34899162218456864,-0.3772222406103798,-0.36125864243708466
1970.0,-0.2874942968266011,-0.423762443693379,-0.35038885822198396,-0.42791463329540624,-0.41645390398956444,-0.35813251724087325,-0.3862548436409938,-5.0481646084978097e-17
1970.0,-0.16804833418025222,-0.2560947510247818,-0.14316057893709339,0.061343106492234754,-0.23340316469232633,-0.25506132804825493,-0.38156605040174957,-0.4156405162194301
1970.0,0.3572345771289531,1.1974055991435737,2.3207366638361724,1.1405594358994733,2.659450965414718,0.9711736714408261,3.1931361457761485,5.490301830580774
1970.0,-0.25523955987079855,-0.3849510829882731,0.16916601138907547,-0.35838003417192477,-0.41160000233715033,-0.3365944543844433,-0.353890136211192,-0.4069828835457689
1970.0,-0.28655362812225116,-0.4215066381187259,-0.3486669742761175,-0.42678690433322525,-0.40499356114715795,-0.35813251724087325,-0.3858933777458925,-0.41664121596781656
1970.0,0.19813696991643193,-0.014836273911250981,-0.3058202077945782,0.1246373131477152,-0.210891918605166,-0.03943760572454782,-0.26188574537806353,-0.3185519429394436
1970.0,-0.2082861460732827,-0.3681109102752142,-0.1902037735136519,-0.42388608665768296,-0.3894297486816628,-0.34222579064096637,-0.377211849978579,-0.39567647948783174
1970.0,-0.2272916850902303,-0.37775708960456966,-0.17664628526166876,-0.28464720122731707,-0.4143454425687775,-0.31624466043338245,-0.3433511128908715,-0.4044766790556075
1971.0,-0.15995531666962384,-0.16320960703553805,0.07188619485145656,-0.3516886021840721,-0.41635578226113623,-0.3206927897596766,-0.3735087845806933,-0.40921901382515674
1971.0,-0.2622178261785981,-0.3995369216473257,-0.30057318115640275,-0.3583278400452447,-0.41420576180068286,-0.34531436947957206,-0.36326875128067737,-0.4073698734281954
1971.0,-0.12411000655199099,-0.23467701463899565,-0.12227190672599121,-0.30235622677583235,-0.3931174204138979,-0.3194362739197606,-0.3573999074938068,-0.16730278245817598
1971.0,-0.21600747173345264,-0.3613539203473318,-0.1885565881371405,-0.33731506788316123,-0.20580581425244196,-0.32215468602583464,-0.3716444252044764,-0.4097680080600365
1971.0,-0.006961010808979988,0.22062397068800912,2.7853211456914932,-0.09014166496400286,-0.07249397994732985,-0.16961538184826244,0.07295118924491346,0.23615702484590492
1971.0,-0.13770103310726936,-0.33554894271751035,2.576386199252382,0.31308923946539724,-0.26119475303668305,-0.2625437441685189,0.3463312383536636,1.1985597567104478
1971.0,-0.20067698709083237,-0.20861329124790645,-0.18241705154221466,-0.08530854321016354,-0.36554430322817183,-0.02392759724084358,-0.10021614064467486,0.1378072160960301
1971.0,-0.2847542929764426,-0.4194118882819053,-0.3438811418881317,-0.42513947602831054,-0.40554089748277544,-0.3096978547252501,-0.38239069927144453,-0.40351777402605066
1971.0,-0.2517862208957848,-0.3920654090804567,-0.3269376985655535,-0.3041831674060608,-0.3764970372981664,-0.343881362630659,-0.3820841185666098,-0.4142460048893883
1971.0,-0.2332533387982829,-0.359426853506185,0.22884436090813245,-0.38126841388052046,-0.4134688755755461,-0.31131408895171625,-0.3787109623221689,-0.4100785115592286
1971.0,-0.2805633738227197,-0.4141215791521874,-0.25743117777883767,-0.41131734953552523,-0.41534814814269116,-0.3562797248305345,-0.381535074587332,-0.4164598307491945
1971.0,0.8565348530849543,0.8731583314593944,6.693478868749485,2.89116138768839,0.35974707645894116,1.3415797650174939,0.20677582421547427,2.0206032524841877
1971.0,-0.18867709866611368,-0.0938640418441577,-0.24473309597143522,-0.1894816984789762,-0.3208405784122461,-0.14186226575949618,-0.048367231831722673,0.13986046534521535
1971.0,-0.2214432753604269,-0.37762530968927344,-0.1769218529273144,-0.25332085256857945,-0.4143388499197609,-0.3412874706040936,-0.38443590115740783,-0.4142164646470466
1971.0,-0.24606738841032416,-0.3629501743486928,-0.3071642626168177,-0.33615145328982565,-0.4113749202858423,-0.33304608468307,-0.38515592116313974,-0.4156692190283837
1971.0,-0.20999225417971426,-0.3618098354324101,-0.3035008495138585,-0.09716546030437702,-0.3541403596832295,-0.30833167593168614,-0.3840376172316063,-0.3990247934295187
1971.0,-0.21079124048860945,-0.26852594649781264,-0.18893308108158635,-0.24107799765897892,-0.3686852286040514,-0.3339431551373369,-0.3753931545261186,-0.39917225172224213
1971.0,-0.033156175547304816,1.0909444918562614,0.8776875704029181,1.930353645276274,1.557269252903189,-0.23879934203889525,1.1813131606357963,1.3279071924075596
1971.0,-0.2631054870633421,-0.3920517428112952,-0.2998317275960762,-0.3616048681880599,-0.4145441076571367,-0.34904822922372253,-0.3853465686957648,-0.4101731391804368
1971.0,-0.2442085932256088,-0.37478146121277983,-0.042218920896303774,-0.33314011581999825,-0.4033663930136889,-0.3475513858532475,-0.38460480987946216,-0.4126572006156086
1971.0,-0.17190384218522253,-0.1334426462276979,0.07221138291755248,-0.14410649407244394,-0.06523403888547413,-0.29206025817146736,-0.2747479252320533,-0.1782073523949257
1971.0,-0.039603981391114554,-0.19197160929698925,1.6896692462579008,-0.1571367123664198,-0.27266913883739574,-0.003955777031665443,-0.22800545912504258,0.07306924228079643
1971.0,-0.28467649566077957,-0.41905380591037295,-0.3493302246149764,-0.42642386359051054,-0.4108494733295313,-0.35813251724087325,-0.38581066295082966,-0.41504699590401994
1971.0,-0.27087902125562835,-0.40321384582344444,-0.3435054640251259,-0.3931994904330902,-0.3045678010623028,-0.34455415860547706,-0.38380496940118936,-0.41145686557789085
1971.0,-0.2654887306800597,-0.39060236522391156,-0.27708641548233065,-0.2960326969759101,-0.39026041856795574,-0.30601671175252826,-0.37079395186775144,-0.3804695575348642
1971.0,-0.18300894564105002,-0.2965664657913032,-0.2550484927572289,-0.33491797476365853,-0.07938797750985994,0.33800964496557445,-0.23408085602639234,-0.18508537637415615
1971.0,-0.28009684477402824,-0.40387284001252166,-0.3433457946977575,-0.41757443353336093,-0.4110182428131234,-0.34221451037449946,-0.3714122113233939,-0.4061914161503553
1971.0,-0.23006940604280077,-0.12147290243959495,-0.312971799460113,-0.21059318260676102,0.48710128342274217,-0.1666633739942211,-0.03486806249187984,-0.2002206477662947
1971.0,-0.2857751221072946,-0.42291274240190696,-0.3412926903486822,-0.4267674563995575,-0.41625245803342126,-0.3571131312538518,-0.3844103805083868,-0.41208060103216976
1971.0,-0.2867573769288617,-0.4231464633720947,-0.3499551299180302,-0.4276637638092528,-0.4151286451450801,-0.35813251724087325,-0.3859694008129786,-0.41615315368137956
1971.0,-0.23427765467601025,-0.37475357796626624,-0.2610329432173117,-0.40779728314215596,-0.23554784409808985,-0.21669179581841255,-0.3583645440426142,-0.36344012209747006
1971.0,-0.21399309350128792,-0.344772185668298,-0.17568025679740618,-0.2931248717747272,-0.36844168197760707,-0.2461374506537856,-0.35917443864425197,-0.3299553925866289
1971.0,0.12431431401374404,-0.056036265516886216,-0.2819092571877992,-0.13049773670544332,-0.265846818193079,0.28663101920632245,-0.25338451897506337,-0.07751572019020292
1971.0,-0.2446085149834929,-0.3949162300445042,-0.28230502089852055,-0.34792991508595067,-0.39419952506840417,-0.2978099090912261,-0.3709325753411277,-0.36760950678405535
