Alpha 3 Code,Year,IS dC_loss (TgCO2),IS dC_loss unc (TgCO2),IS NBE (TgCO2),IS NBE unc (TgCO2),IS NCE (TgCO2),IS NCE unc (TgCO2),Rivers (TgCO2),River unc (TgCO2),Wood+Crop (TgCO2),Wood+Crop unc (TgCO2),FF (TgCO2),FF unc (TgCO2),Z-statistic,FUR IS,Experiment,LNLG dC_loss (TgCO2),LNLG dC_loss unc (TgCO2),LNLG NBE (TgCO2),LNLG NBE unc (TgCO2),LNLG NCE (TgCO2),LNLG NCE unc (TgCO2),FUR LNLG,LNLGIS dC_loss (TgCO2),LNLGIS dC_loss unc (TgCO2),LNLGIS NBE (TgCO2),LNLGIS NBE unc (TgCO2),LNLGIS NCE (TgCO2),LNLGIS NCE unc (TgCO2),FUR LNLGIS,LNLGOGIS dC_loss (TgCO2),LNLGOGIS dC_loss unc (TgCO2),LNLGOGIS NBE (TgCO2),LNLGOGIS NBE unc (TgCO2),LNLGOGIS NCE (TgCO2),LNLGOGIS NCE unc (TgCO2),FUR LNLGOGIS
BTN,2015,,,,,,,-3.09158,1.87015,0.0,0.0,0.821572,0.0992493,-0.05,,LNLGIS,,,,,,,,-1.75525,11.2573,-4.84683,11.2573,-4.02526,11.2569,0.35,,,,,,,
BTN,2015,,,,,,,-3.09158,1.87015,0.0,0.0,0.821572,0.0992493,-0.05,,LNLGOGIS,,,,,,,,,,,,,,,6.80164,11.9356,3.71005,11.9356,4.53162,11.9351,0.26
BTN,2016,4.12289,14.6142,1.13499,14.6142,2.01393,14.6137,-2.9879,2.07752,0.0,0.0,0.878941,0.118136,0.03,0.05,IS,,,,,,,,,,,,,,,,,,,,,
BTN,2016,,,,,,,-2.9879,2.07752,0.0,0.0,0.878941,0.118136,0.03,,LNLG,4.59467,8.97999,1.60677,8.97999,2.48572,8.97921,0.29,,,,,,,,,,,,,,
BTN,2016,,,,,,,-2.9879,2.07752,0.0,0.0,0.878941,0.118136,0.03,,LNLGIS,,,,,,,,3.3688,9.73719,0.380904,9.73719,1.25985,9.73648,0.35,,,,,,,
BTN,2016,,,,,,,-2.9879,2.07752,0.0,0.0,0.878941,0.118136,0.03,,LNLGOGIS,,,,,,,,,,,,,,,4.41754,9.40273,1.42964,9.40273,2.30859,9.40198,0.26
BTN,2017,5.33036,14.1171,2.08,14.1171,2.97509,14.1166,-3.25036,1.5526,0.0,0.0,0.895085,0.126654,-0.53,0.05,IS,,,,,,,,,,,,,,,,,,,,,
BTN,2017,,,,,,,-3.25036,1.5526,0.0,0.0,0.895085,0.126654,-0.53,,LNLG,0.580626,7.60617,-2.66974,7.60617,-1.77465,7.60511,0.29,,,,,,,,,,,,,,
BTN,2017,,,,,,,-3.25036,1.5526,0.0,0.0,0.895085,0.126654,-0.53,,LNLGIS,,,,,,,,1.51279,13.1246,-1.73757,13.1246,-0.842488,13.124,0.35,,,,,,,
BTN,2017,,,,,,,-3.25036,1.5526,0.0,0.0,0.895085,0.126654,-0.53,,LNLGOGIS,,,,,,,,,,,,,,,-1.82364,17.5647,-5.074,17.5647,-4.17892,17.5643,0.26
BTN,2018,-1.96603,9.11461,-4.88618,9.11461,-3.77044,9.11373,-2.92014,2.21303,0.0,0.0,1.11573,0.126654,0.07,0.05,IS,,,,,,,,,,,,,,,,,,,,,
BTN,2018,,,,,,,-2.92014,2.21303,0.0,0.0,1.11573,0.126654,0.07,,LNLG,-0.823918,6.62482,-3.74406,6.62482,-2.62833,6.62361,0.29,,,,,,,,,,,,,,
BTN,2018,,,,,,,-2.92014,2.21303,0.0,0.0,1.11573,0.126654,0.07,,LNLGIS,,,,,,,,-4.51319,6.96222,-7.43333,6.96222,-6.3176,6.96107,0.35,,,,,,,
BTN,2018,,,,,,,-2.92014,2.21303,0.0,0.0,1.11573,0.126654,0.07,,LNLGOGIS,,,,,,,,,,,,,,,-2.66301,4.16501,-5.58315,4.16501,-4.46742,4.16309,0.26
BTN,2019,0.124824,14.6946,-2.86171,14.6946,-1.63073,14.6943,-2.98653,2.08026,0.0,0.0,1.23098,0.0992493,-0.0,0.05,IS,,,,,,,,,,,,,,,,,,,,,
BTN,2019,,,,,,,-2.98653,2.08026,0.0,0.0,1.23098,0.0992493,-0.0,,LNLG,0.0618101,6.48468,-2.92472,6.48468,-1.69374,6.48392,0.29,,,,,,,,,,,,,,
BTN,2019,,,,,,,-2.98653,2.08026,0.0,0.0,1.23098,0.0992493,-0.0,,LNLGIS,,,,,,,,-0.26106,9.94313,-3.24759,9.94313,-2.01661,9.94263,0.35,,,,,,,
BTN,2019,,,,,,,-2.98653,2.08026,0.0,0.0,1.23098,0.0992493,-0.0,,LNLGOGIS,,,,,,,,,,,,,,,4.15449,9.1983,1.16796,9.1983,2.39893,9.19777,0.26
BTN,2020,5.1113,13.138,2.06399,13.138,3.20931,13.1376,-3.0473,1.95871,0.0,0.0,1.14532,0.0992493,-0.48,0.05,IS,,,,,,,,,,,,,,,,,,,,,
BTN,2020,,,,,,,-3.0473,1.95871,0.0,0.0,1.14532,0.0992493,-0.48,,LNLG,-4.62603,9.08067,-7.67333,9.08067,-6.52801,9.08013,0.29,,,,,,,,,,,,,,
BTN,2020,,,,,,,-3.0473,1.95871,0.0,0.0,1.14532,0.0992493,-0.48,,LNLGIS,,,,,,,,-4.40624,11.0285,-7.45354,11.0285,-6.30822,11.0281,0.35,,,,,,,
BTN,2020,,,,,,,-3.0473,1.95871,0.0,0.0,1.14532,0.0992493,-0.48,,LNLGOGIS,,,,,,,,,,,,,,,5.33514,8.31695,2.28784,8.31695,3.43316,8.31636,0.26
BTN,mean,4.91846,10.9675,1.87116,10.7912,2.88576,10.7906,-3.0473,1.95871,0.0,0.0,1.01461,0.111532,-0.26,0.05,IS,,,,,,,,,,,,,,,,,,,,,
BTN,mean,,,,,,,-3.0473,1.95871,0.0,0.0,1.01461,0.111532,-0.26,,LNLG,0.403475,8.63784,-2.64383,8.41283,-1.62922,8.4121,0.29,,,,,,,,,,,,,,
BTN,mean,,,,,,,-3.0473,1.95871,0.0,0.0,1.01461,0.111532,-0.26,,LNLGIS,,,,,,,,1.06532,9.16314,-1.98198,8.95135,-0.967377,8.95065,0.35,,,,,,,
BTN,mean,,,,,,,-3.0473,1.95871,0.0,0.0,1.01461,0.111532,-0.26,,LNLGOGIS,,,,,,,,,,,,,,,2.95342,7.25591,-0.0938823,6.98653,0.920723,6.98564,0.26
BWA,2015,-19.7803,81.7504,-19.7508,81.7504,-12.7438,81.7485,-0.935893,0.464459,0.965393,0.289618,7.00706,0.548464,0.43,0.13,IS,,,,,,,,,,,,,,,,,,,,,
BWA,2015,,,,,,,-0.935893,0.464459,0.965393,0.289618,7.00706,0.548464,0.43,,LNLG,1.30455,61.4123,1.33405,61.4123,8.34111,61.4098,0.43,,,,,,,,,,,,,,
BWA,2015,,,,,,,-0.935893,0.464459,0.965393,0.289618,7.00706,0.548464,0.43,,LNLGIS,,,,,,,,-9.75272,60.1611,-9.72322,60.1611,-2.71615,60.1586,0.47,,,,,,,
BWA,2015,,,,,,,-0.935893,0.464459,0.965393,0.289618,7.00706,0.548464,0.43,,LNLGOGIS,,,,,,,,,,,,,,,0.0291288,50.1577,0.0586288,50.1577,7.06569,50.1547,0.49
BWA,2016,-19.4025,75.3544,-19.3583,75.3544,-12.1527,75.3516,-0.921149,0.493949,0.965393,0.289618,7.2056,0.640306,-0.61,0.13,IS,,,,,,,,,,,,,,,,,,,,,
BWA,2016,,,,,,,-0.921149,0.493949,0.965393,0.289618,7.2056,0.640306,-0.61,,LNLG,-88.384,118.879,-88.3398,118.879,-81.1342,118.878,0.43,,,,,,,,,,,,,,
BWA,2016,,,,,,,-0.921149,0.493949,0.965393,0.289618,7.2056,0.640306,-0.61,,LNLGIS,,,,,,,,-56.2076,65.4583,-56.1634,65.4583,-48.9578,65.4552,0.47,,,,,,,
BWA,2016,,,,,,,-0.921149,0.493949,0.965393,0.289618,7.2056,0.640306,-0.61,,LNLGOGIS,,,,,,,,,,,,,,,-64.7634,101.202,-64.7192,101.202,-57.5136,101.2,0.49
BWA,2017,-82.925,154.37,-82.9411,154.37,-75.4562,154.368,-0.981473,0.373301,0.965393,0.289618,7.48488,0.713632,-1.81,0.13,IS,,,,,,,,,,,,,,,,,,,,,
BWA,2017,,,,,,,-0.981473,0.373301,0.965393,0.289618,7.48488,0.713632,-1.81,,LNLG,-269.918,121.072,-269.934,121.072,-262.449,121.07,0.43,,,,,,,,,,,,,,
BWA,2017,,,,,,,-0.981473,0.373301,0.965393,0.289618,7.48488,0.713632,-1.81,,LNLGIS,,,,,,,,-231.069,100.794,-231.085,100.794,-223.6,100.792,0.47,,,,,,,
BWA,2017,,,,,,,-0.981473,0.373301,0.965393,0.289618,7.48488,0.713632,-1.81,,LNLGOGIS,,,,,,,,,,,,,,,-237.459,199.111,-237.475,199.111,-229.99,199.11,0.49
BWA,2018,-2.63415,33.5992,-2.62319,33.5992,5.07743,33.5916,-0.954435,0.427377,0.965393,0.289618,7.70061,0.713632,-0.34,0.13,IS,,,,,,,,,,,,,,,,,,,,,
BWA,2018,,,,,,,-0.954435,0.427377,0.965393,0.289618,7.70061,0.713632,-0.34,,LNLG,-12.157,56.4332,-12.1461,56.4332,-4.44544,56.4287,0.43,,,,,,,,,,,,,,
BWA,2018,,,,,,,-0.954435,0.427377,0.965393,0.289618,7.70061,0.713632,-0.34,,LNLGIS,,,,,,,,-5.1374,80.2727,-5.12644,80.2727,2.57417,80.2695,0.47,,,,,,,
BWA,2018,,,,,,,-0.954435,0.427377,0.965393,0.289618,7.70061,0.713632,-0.34,,LNLGOGIS,,,,,,,,,,,,,,,-44.6268,99.3417,-44.6159,99.3417,-36.9153,99.3391,0.49
BWA,2019,-17.9849,80.8769,-17.9761,80.8769,-10.085,80.875,-0.956629,0.422988,0.965393,0.289618,7.89115,0.548464,0.93,0.13,IS,,,,,,,,,,,,,,,,,,,,,
BWA,2019,,,,,,,-0.956629,0.422988,0.965393,0.289618,7.89115,0.548464,0.93,,LNLG,7.00966,115.814,7.01843,115.814,14.9096,115.813,0.43,,,,,,,,,,,,,,
BWA,2019,,,,,,,-0.956629,0.422988,0.965393,0.289618,7.89115,0.548464,0.93,,LNLGIS,,,,,,,,-20.1987,110.523,-20.1899,110.523,-12.2987,110.522,0.47,,,,,,,
BWA,2019,,,,,,,-0.956629,0.422988,0.965393,0.289618,7.89115,0.548464,0.93,,LNLGOGIS,,,,,,,,,,,,,,,-12.9412,79.3786,-12.9325,79.3786,-5.04132,79.3767,0.49
BWA,2020,-37.876,35.2705,-37.8605,35.2705,-30.6136,35.2662,-0.949916,0.436415,0.965393,0.289618,7.24685,0.548464,-1.3,0.13,IS,,,,,,,,,,,,,,,,,,,,,
BWA,2020,,,,,,,-0.949916,0.436415,0.965393,0.289618,7.24685,0.548464,-1.3,,LNLG,-118.43,113.91,-118.415,113.91,-111.168,113.908,0.43,,,,,,,,,,,,,,
BWA,2020,,,,,,,-0.949916,0.436415,0.965393,0.289618,7.24685,0.548464,-1.3,,LNLGIS,,,,,,,,-120.838,97.9346,-120.822,97.9346,-113.575,97.9331,0.47,,,,,,,
BWA,2020,,,,,,,-0.949916,0.436415,0.965393,0.289618,7.24685,0.548464,-1.3,,LNLGOGIS,,,,,,,,,,,,,,,-181.786,143.084,-181.771,143.084,-174.524,143.082,0.49
BWA,mean,-34.9774,45.7362,-34.962,45.7332,-27.5393,45.7291,-0.949916,0.436415,0.965393,0.289618,7.42269,0.618827,-0.72,0.13,IS,,,,,,,,,,,,,,,,,,,,,
BWA,mean,,,,,,,-0.949916,0.436415,0.965393,0.289618,7.42269,0.618827,-0.72,,LNLG,-60.3749,70.9462,-60.3594,70.9443,-52.9367,70.9416,0.43,,,,,,,,,,,,,,
BWA,mean,,,,,,,-0.949916,0.436415,0.965393,0.289618,7.42269,0.618827,-0.72,,LNLGIS,,,,,,,,-59.8524,60.04,-59.837,60.0377,-52.4143,60.0345,0.47,,,,,,,
BWA,mean,,,,,,,-0.949916,0.436415,0.965393,0.289618,7.42269,0.618827,-0.72,,LNLGOGIS,,,,,,,,,,,,,,,-66.8944,87.9662,-66.8789,87.9646,-59.4562,87.9625,0.49
CAF,2015,-30.3772,308.584,-38.974,308.584,-38.4962,308.584,-8.70179,2.9003,0.105003,0.0315009,0.477828,0.0296267,0.45,0.09,IS,,,,,,,,,,,,,,,,,,,,,
CAF,2015,,,,,,,-8.70179,2.9003,0.105003,0.0315009,0.477828,0.0296267,0.45,,LNLG,117.757,234.391,109.16,234.391,109.638,234.391,0.6,,,,,,,,,,,,,,
CAF,2015,,,,,,,-8.70179,2.9003,0.105003,0.0315009,0.477828,0.0296267,0.45,,LNLGIS,,,,,,,,110.837,148.597,102.24,148.597,102.718,148.597,0.57,,,,,,,
CAF,2015,,,,,,,-8.70179,2.9003,0.105003,0.0315009,0.477828,0.0296267,0.45,,LNLGOGIS,,,,,,,,,,,,,,,17.2772,154.698,8.68041,154.698,9.15824,154.698,0.59
CAF,2016,373.514,150.965,364.16,150.965,364.657,150.965,-9.45834,1.38719,0.105003,0.0315009,0.496825,0.029997,0.27,0.09,IS,,,,,,,,,,,,,,,,,,,,,
CAF,2016,,,,,,,-9.45834,1.38719,0.105003,0.0315009,0.496825,0.029997,0.27,,LNLG,467.372,242.724,458.018,242.724,458.515,242.724,0.6,,,,,,,,,,,,,,
CAF,2016,,,,,,,-9.45834,1.38719,0.105003,0.0315009,0.496825,0.029997,0.27,,LNLGIS,,,,,,,,456.997,356.845,447.644,356.845,448.14,356.845,0.57,,,,,,,
CAF,2016,,,,,,,-9.45834,1.38719,0.105003,0.0315009,0.496825,0.029997,0.27,,LNLGOGIS,,,,,,,,,,,,,,,250.727,276.432,241.374,276.432,241.871,276.432,0.59
CAF,2017,94.2784,201.128,85.1757,201.128,85.6914,201.128,-9.20766,1.88854,0.105003,0.0315009,0.515683,0.029997,0.97,0.09,IS,,,,,,,,,,,,,,,,,,,,,
CAF,2017,,,,,,,-9.20766,1.88854,0.105003,0.0315009,0.515683,0.029997,0.97,,LNLG,330.018,252.884,320.916,252.884,321.431,252.884,0.6,,,,,,,,,,,,,,
CAF,2017,,,,,,,-9.20766,1.88854,0.105003,0.0315009,0.515683,0.029997,0.97,,LNLGIS,,,,,,,,304.409,277.878,295.307,277.878,295.822,277.878,0.57,,,,,,,
CAF,2017,,,,,,,-9.20766,1.88854,0.105003,0.0315009,0.515683,0.029997,0.97,,LNLGOGIS,,,,,,,,,,,,,,,112.414,249.586,103.311,249.586,103.827,249.586,0.59
CAF,2018,53.736,280.146,44.1917,280.146,44.7183,280.146,-9.64934,1.0052,0.105003,0.0315009,0.526579,0.029997,0.84,0.09,IS,,,,,,,,,,,,,,,,,,,,,
CAF,2018,,,,,,,-9.64934,1.0052,0.105003,0.0315009,0.526579,0.029997,0.84,,LNLG,195.238,243.604,185.694,243.604,186.22,243.604,0.6,,,,,,,,,,,,,,
CAF,2018,,,,,,,-9.64934,1.0052,0.105003,0.0315009,0.526579,0.029997,0.84,,LNLGIS,,,,,,,,176.981,299.969,167.437,299.969,167.963,299.969,0.57,,,,,,,
CAF,2018,,,,,,,-9.64934,1.0052,0.105003,0.0315009,0.526579,0.029997,0.84,,LNLGOGIS,,,,,,,,,,,,,,,42.9403,246.569,33.396,246.569,33.9226,246.569,0.59
CAF,2019,188.267,199.537,178.735,199.537,179.27,199.537,-9.63699,1.02989,0.105003,0.0315009,0.53489,0.0296267,0.8,0.09,IS,,,,,,,,,,,,,,,,,,,,,
CAF,2019,,,,,,,-9.63699,1.02989,0.105003,0.0315009,0.53489,0.0296267,0.8,,LNLG,280.307,187.301,270.775,187.301,271.309,187.301,0.6,,,,,,,,,,,,,,
CAF,2019,,,,,,,-9.63699,1.02989,0.105003,0.0315009,0.53489,0.0296267,0.8,,LNLGIS,,,,,,,,242.652,193.569,233.12,193.569,233.654,193.569,0.57,,,,,,,
CAF,2019,,,,,,,-9.63699,1.02989,0.105003,0.0315009,0.53489,0.0296267,0.8,,LNLGOGIS,,,,,,,,,,,,,,,-70.7981,225.071,-80.3301,225.071,-79.7952,225.071,0.59
CAF,2020,75.645,168.647,66.4192,168.647,66.8146,168.647,-9.33083,1.64222,0.105003,0.0315009,0.395428,0.0296267,0.19,0.09,IS,,,,,,,,,,,,,,,,,,,,,
CAF,2020,,,,,,,-9.33083,1.64222,0.105003,0.0315009,0.395428,0.0296267,0.19,,LNLG,140.512,220.215,131.287,220.215,131.682,220.215,0.6,,,,,,,,,,,,,,
CAF,2020,,,,,,,-9.33083,1.64222,0.105003,0.0315009,0.395428,0.0296267,0.19,,LNLGIS,,,,,,,,146.643,251.773,137.417,251.773,137.813,251.773,0.57,,,,,,,
CAF,2020,,,,,,,-9.33083,1.64222,0.105003,0.0315009,0.395428,0.0296267,0.19,,LNLGOGIS,,,,,,,,,,,,,,,-12.1289,138.961,-21.3547,138.961,-20.9592,138.961,0.59
CAF,mean,52.156,206.138,42.9301,206.131,43.4213,206.131,-9.33083,1.64222,0.105003,0.0315009,0.491206,0.0298118,0.94,0.09,IS,,,,,,,,,,,,,,,,,,,,,
CAF,mean,,,,,,,-9.33083,1.64222,0.105003,0.0315009,0.491206,0.0298118,0.94,,LNLG,291.972,166.082,282.747,166.074,283.238,166.074,0.6,,,,,,,,,,,,,,
CAF,mean,,,,,,,-9.33083,1.64222,0.105003,0.0315009,0.491206,0.0298118,0.94,,LNLGIS,,,,,,,,295.208,181.68,285.982,181.672,286.473,181.672,0.57,,,,,,,
CAF,mean,,,,,,,-9.33083,1.64222,0.105003,0.0315009,0.491206,0.0298118,0.94,,LNLGOGIS,,,,,,,,,,,,,,,109.659,165.879,100.433,165.871,100.924,165.871,0.59
CAN,2015,-1098.25,706.695,-1334.5,706.695,-723.433,706.609,-166.888,145.688,-69.3646,-20.8094,611.07,11.0088,0.49,0.8,IS,,,,,,,,,,,,,,,,,,,,,
CAN,2015,,,,,,,-166.888,145.688,-69.3646,-20.8094,611.07,11.0088,0.49,,LNLG,-775.966,715.122,-1012.22,715.122,-401.148,715.038,0.64,,,,,,,,,,,,,,
CAN,2015,,,,,,,-166.888,145.688,-69.3646,-20.8094,611.07,11.0088,0.49,,LNLGIS,,,,,,,,-1117.47,313.901,-1353.72,313.901,-742.653,313.708,0.83,,,,,,,
CAN,2015,,,,,,,-166.888,145.688,-69.3646,-20.8094,611.07,11.0088,0.49,,LNLGOGIS,,,,,,,,,,,,,,,-1210.07,163.198,-1446.32,163.198,-835.254,162.827,0.84
CAN,2016,-1512.85,559.5,-1752.64,559.5,-1139.35,559.393,-170.422,138.619,-69.3646,-20.8094,613.29,10.9681,1.46,0.8,IS,,,,,,,,,,,,,,,,,,,,,
CAN,2016,,,,,,,-170.422,138.619,-69.3646,-20.8094,613.29,10.9681,1.46,,LNLG,-762.384,417.601,-1002.17,417.601,-388.881,417.457,0.64,,,,,,,,,,,,,,
CAN,2016,,,,,,,-170.422,138.619,-69.3646,-20.8094,613.29,10.9681,1.46,,LNLGIS,,,,,,,,-1398.12,336.995,-1637.9,336.995,-1024.61,336.816,0.83,,,,,,,
CAN,2016,,,,,,,-170.422,138.619,-69.3646,-20.8094,613.29,10.9681,1.46,,LNLGOGIS,,,,,,,,,,,,,,,-1224.87,550.987,-1464.65,550.987,-851.363,550.878,0.84
CAN,2017,-1630.72,760.347,-1872.96,760.347,-1238.23,760.261,-172.883,133.697,-69.3646,-20.8094,634.731,11.4416,0.91,0.8,IS,,,,,,,,,,,,,,,,,,,,,
CAN,2017,,,,,,,-172.883,133.697,-69.3646,-20.8094,634.731,11.4416,0.91,,LNLG,-878.178,543.651,-1120.43,543.651,-485.695,543.531,0.64,,,,,,,,,,,,,,
CAN,2017,,,,,,,-172.883,133.697,-69.3646,-20.8094,634.731,11.4416,0.91,,LNLGIS,,,,,,,,-1506.96,509.565,-1749.21,509.565,-1114.48,509.437,0.83,,,,,,,
CAN,2017,,,,,,,-172.883,133.697,-69.3646,-20.8094,634.731,11.4416,0.91,,LNLGOGIS,,,,,,,,,,,,,,,-1533.17,372.923,-1775.42,372.923,-1140.68,372.748,0.84
CAN,2018,-1470.37,309.29,-1709.69,309.29,-1057.49,309.078,-169.956,139.552,-69.3646,-20.8094,652.196,11.4416,0.55,0.8,IS,,,,,,,,,,,,,,,,,,,,,
CAN,2018,,,,,,,-169.956,139.552,-69.3646,-20.8094,652.196,11.4416,0.55,,LNLG,-1077.31,801.821,-1316.63,801.821,-664.438,801.74,0.64,,,,,,,,,,,,,,
CAN,2018,,,,,,,-169.956,139.552,-69.3646,-20.8094,652.196,11.4416,0.55,,LNLGIS,,,,,,,,-1187.76,454.658,-1427.08,454.658,-774.883,454.514,0.83,,,,,,,
CAN,2018,,,,,,,-169.956,139.552,-69.3646,-20.8094,652.196,11.4416,0.55,,LNLGOGIS,,,,,,,,,,,,,,,-895.26,494.591,-1134.58,494.591,-482.384,494.458,0.84
CAN,2019,-2010.59,452.114,-2254.4,452.114,-1611.96,451.98,-174.448,130.567,-69.3646,-20.8094,642.444,11.0088,1.55,0.8,IS,,,,,,,,,,,,,,,,,,,,,
CAN,2019,,,,,,,-174.448,130.567,-69.3646,-20.8094,642.444,11.0088,1.55,,LNLG,-972.409,613.216,-1216.22,613.216,-573.778,613.117,0.64,,,,,,,,,,,,,,
CAN,2019,,,,,,,-174.448,130.567,-69.3646,-20.8094,642.444,11.0088,1.55,,LNLGIS,,,,,,,,-1725.94,494.928,-1969.75,494.928,-1327.31,494.805,0.83,,,,,,,
CAN,2019,,,,,,,-174.448,130.567,-69.3646,-20.8094,642.444,11.0088,1.55,,LNLGOGIS,,,,,,,,,,,,,,,-896.357,635.93,-1140.17,635.93,-497.726,635.834,0.84
CAN,2020,-1819.44,740.243,-2059.72,740.243,-1477.27,740.161,-170.919,137.625,-69.3646,-20.8094,582.448,11.0088,2.68,0.8,IS,,,,,,,,,,,,,,,,,,,,,
CAN,2020,,,,,,,-170.919,137.625,-69.3646,-20.8094,582.448,11.0088,2.68,,LNLG,-68.4846,478.248,-308.769,478.248,273.679,478.121,0.64,,,,,,,,,,,,,,
CAN,2020,,,,,,,-170.919,137.625,-69.3646,-20.8094,582.448,11.0088,2.68,,LNLGIS,,,,,,,,-788.493,761.194,-1028.78,761.194,-446.329,761.114,0.83,,,,,,,
CAN,2020,,,,,,,-170.919,137.625,-69.3646,-20.8094,582.448,11.0088,2.68,,LNLGOGIS,,,,,,,,,,,,,,,-618.795,672.283,-859.079,672.283,-276.632,672.193,0.84
CAN,mean,-1602.83,533.987,-1843.11,515.527,-1220.42,515.407,-170.919,137.625,-69.3646,-20.8094,622.696,11.1463,2.11,0.8,IS,,,,,,,,,,,,,,,,,,,,,
CAN,mean,,,,,,,-170.919,137.625,-69.3646,-20.8094,622.696,11.1463,2.11,,LNLG,-828.043,510.365,-1068.33,491.018,-445.63,490.891,0.64,,,,,,,,,,,,,,
CAN,mean,,,,,,,-170.919,137.625,-69.3646,-20.8094,622.696,11.1463,2.11,,LNLGIS,,,,,,,,-1342.58,324.684,-1582.86,293.337,-960.168,293.125,0.83,,,,,,,
CAN,mean,,,,,,,-170.919,137.625,-69.3646,-20.8094,622.696,11.1463,2.11,,LNLGOGIS,,,,,,,,,,,,,,,-1154.28,378.832,-1394.57,352.335,-771.87,352.159,0.84
CHE,2015,-31.5965,27.8518,-31.6608,27.8518,20.8931,27.843,-3.76803,1.08875,3.70365,1.11109,52.554,0.7029,0.21,0.48,IS,,,,,,,,,,,,,,,,,,,,,
CHE,2015,,,,,,,-3.76803,1.08875,3.70365,1.11109,52.554,0.7029,0.21,,LNLG,-23.9292,18.5847,-23.9936,18.5847,28.5604,18.5714,0.39,,,,,,,,,,,,,,
CHE,2015,,,,,,,-3.76803,1.08875,3.70365,1.11109,52.554,0.7029,0.21,,LNLGIS,,,,,,,,-23.2345,24.4719,-23.2989,24.4719,29.2551,24.4618,0.57,,,,,,,
CHE,2015,,,,,,,-3.76803,1.08875,3.70365,1.11109,52.554,0.7029,0.21,,LNLGOGIS,,,,,,,,,,,,,,,-48.2455,33.8292,-48.3099,33.8292,4.24413,33.8219,0.53
CHE,2016,-49.7123,36.2913,-49.4342,36.2913,2.26843,36.285,-3.42554,0.40378,3.70365,1.11109,51.7027,0.676353,0.66,0.48,IS,,,,,,,,,,,,,,,,,,,,,
CHE,2016,,,,,,,-3.42554,0.40378,3.70365,1.11109,51.7027,0.676353,0.66,,LNLG,-17.0401,23.5437,-16.762,23.5437,34.9407,23.534,0.39,,,,,,,,,,,,,,
CHE,2016,,,,,,,-3.42554,0.40378,3.70365,1.11109,51.7027,0.676353,0.66,,LNLGIS,,,,,,,,-31.7276,22.7239,-31.4495,22.7239,20.2532,22.7138,0.57,,,,,,,
CHE,2016,,,,,,,-3.42554,0.40378,3.70365,1.11109,51.7027,0.676353,0.66,,LNLGOGIS,,,,,,,,,,,,,,,-59.514,38.9307,-59.2359,38.9307,-7.53322,38.9249,0.53
CHE,2017,-56.2402,34.4445,-55.8102,34.4445,-3.9308,34.4377,-3.2736,0.0999055,3.70365,1.11109,51.8794,0.683687,0.75,0.48,IS,,,,,,,,,,,,,,,,,,,,,
CHE,2017,,,,,,,-3.2736,0.0999055,3.70365,1.11109,51.8794,0.683687,0.75,,LNLG,-20.712,16.0652,-20.282,16.0652,31.5974,16.0507,0.39,,,,,,,,,,,,,,
CHE,2017,,,,,,,-3.2736,0.0999055,3.70365,1.11109,51.8794,0.683687,0.75,,LNLGIS,,,,,,,,-35.2122,24.9229,-34.7821,24.9229,17.0973,24.9135,0.57,,,,,,,
CHE,2017,,,,,,,-3.2736,0.0999055,3.70365,1.11109,51.8794,0.683687,0.75,,LNLGOGIS,,,,,,,,,,,,,,,-68.5977,27.9468,-68.1677,27.9468,-16.2883,27.9385,0.53
CHE,2018,-30.9967,34.5748,-30.8229,34.5748,18.4771,34.568,-3.52989,0.612479,3.70365,1.11109,49.3,0.683687,0.38,0.48,IS,,,,,,,,,,,,,,,,,,,,,
CHE,2018,,,,,,,-3.52989,0.612479,3.70365,1.11109,49.3,0.683687,0.38,,LNLG,-12.3849,26.5456,-12.2112,26.5456,37.0888,26.5368,0.39,,,,,,,,,,,,,,
CHE,2018,,,,,,,-3.52989,0.612479,3.70365,1.11109,49.3,0.683687,0.38,,LNLGIS,,,,,,,,-35.6766,19.5824,-35.5028,19.5824,13.7972,19.5704,0.57,,,,,,,
CHE,2018,,,,,,,-3.52989,0.612479,3.70365,1.11109,49.3,0.683687,0.38,,LNLGOGIS,,,,,,,,,,,,,,,-61.2723,25.6385,-61.0986,25.6385,-11.7985,25.6294,0.53
CHE,2019,-22.7481,29.054,-22.214,29.054,27.1312,29.0455,-3.16957,0.108163,3.70365,1.11109,49.3452,0.7029,0.38,0.48,IS,,,,,,,,,,,,,,,,,,,,,
CHE,2019,,,,,,,-3.16957,0.108163,3.70365,1.11109,49.3452,0.7029,0.38,,LNLG,0.606378,30.2774,1.14046,30.2774,50.4856,30.2692,0.39,,,,,,,,,,,,,,
CHE,2019,,,,,,,-3.16957,0.108163,3.70365,1.11109,49.3452,0.7029,0.38,,LNLGIS,,,,,,,,-13.4619,22.4581,-12.9279,22.4581,36.4173,22.4471,0.57,,,,,,,
CHE,2019,,,,,,,-3.16957,0.108163,3.70365,1.11109,49.3452,0.7029,0.38,,LNLGOGIS,,,,,,,,,,,,,,,-37.4322,20.605,-36.8982,20.605,12.447,20.593,0.53
CHE,2020,-37.9904,24.0059,-37.7201,24.0059,6.88326,23.9957,-3.43332,0.462616,3.70365,1.11109,44.6034,0.7029,0.57,0.48,IS,,,,,,,,,,,,,,,,,,,,,
