Alpha 3 Code,Year,IS dC_loss (TgCO2),IS dC_loss unc (TgCO2),IS NBE (TgCO2),IS NBE unc (TgCO2),IS NCE (TgCO2),IS NCE unc (TgCO2),Rivers (TgCO2),River unc (TgCO2),Wood+Crop (TgCO2),Wood+Crop unc (TgCO2),FF (TgCO2),FF unc (TgCO2),Z-statistic,FUR IS,Experiment,LNLG dC_loss (TgCO2),LNLG dC_loss unc (TgCO2),LNLG NBE (TgCO2),LNLG NBE unc (TgCO2),LNLG NCE (TgCO2),LNLG NCE unc (TgCO2),FUR LNLG,LNLGIS dC_loss (TgCO2),LNLGIS dC_loss unc (TgCO2),LNLGIS NBE (TgCO2),LNLGIS NBE unc (TgCO2),LNLGIS NCE (TgCO2),LNLGIS NCE unc (TgCO2),FUR LNLGIS,LNLGOGIS dC_loss (TgCO2),LNLGOGIS dC_loss unc (TgCO2),LNLGOGIS NBE (TgCO2),LNLGOGIS NBE unc (TgCO2),LNLGOGIS NCE (TgCO2),LNLGOGIS NCE unc (TgCO2),FUR LNLGOGIS
IND,2018,,,,,,,-174.501,138.073,-34.1639,-10.2492,2666.09,148.805,-0.89,,LNLGOGIS,,,,,,,,,,,,,,,-434.834,604.371,-643.5,604.371,2022.59,585.766,0.63
IND,2019,27.5953,755.449,-192.789,755.449,2507.16,742.665,-186.221,114.634,-34.1639,-10.2492,2699.95,138.39,-0.77,0.14,IS,,,,,,,,,,,,,,,,,,,,,
IND,2019,,,,,,,-186.221,114.634,-34.1639,-10.2492,2699.95,138.39,-0.77,,LNLG,-306.385,225.349,-526.77,225.349,2173.18,177.849,0.59,,,,,,,,,,,,,,
IND,2019,,,,,,,-186.221,114.634,-34.1639,-10.2492,2699.95,138.39,-0.77,,LNLGIS,,,,,,,,-414.062,363.618,-634.446,363.618,2065.5,336.253,0.61,,,,,,,
IND,2019,,,,,,,-186.221,114.634,-34.1639,-10.2492,2699.95,138.39,-0.77,,LNLGOGIS,,,,,,,,,,,,,,,-399.022,598.797,-619.407,598.797,2080.54,582.586,0.63
IND,2020,112.222,689.209,-103.328,689.209,2382.72,675.172,-181.386,124.303,-34.1639,-10.2492,2486.04,138.39,-2.12,0.14,IS,,,,,,,,,,,,,,,,,,,,,
IND,2020,,,,,,,-181.386,124.303,-34.1639,-10.2492,2486.04,138.39,-2.12,,LNLG,-766.299,592.252,-981.849,592.252,1504.19,575.857,0.59,,,,,,,,,,,,,,
IND,2020,,,,,,,-181.386,124.303,-34.1639,-10.2492,2486.04,138.39,-2.12,,LNLGIS,,,,,,,,-648.092,714.004,-863.642,714.004,1622.4,700.464,0.61,,,,,,,
IND,2020,,,,,,,-181.386,124.303,-34.1639,-10.2492,2486.04,138.39,-2.12,,LNLGOGIS,,,,,,,,,,,,,,,-436.542,659.395,-652.092,659.395,1833.95,644.709,0.63
IND,mean,102.067,793.922,-113.483,784.064,2405.5,771.021,-181.386,124.303,-34.1639,-10.2492,2518.98,142.417,-1.1,0.14,IS,,,,,,,,,,,,,,,,,,,,,
IND,mean,,,,,,,-181.386,124.303,-34.1639,-10.2492,2518.98,142.417,-1.1,,LNLG,-554.196,392.318,-769.746,371.964,1749.24,343.62,0.59,,,,,,,,,,,,,,
IND,mean,,,,,,,-181.386,124.303,-34.1639,-10.2492,2518.98,142.417,-1.1,,LNLGIS,,,,,,,,-466.996,483.083,-682.546,466.704,1836.44,444.444,0.61,,,,,,,
IND,mean,,,,,,,-181.386,124.303,-34.1639,-10.2492,2518.98,142.417,-1.1,,LNLGOGIS,,,,,,,,,,,,,,,-382.489,520.535,-598.039,505.372,1920.95,484.89,0.63
IRL,2015,-11.3607,25.9574,-14.0014,25.9574,24.3301,25.9473,-8.48777,9.18278,5.84709,1.75413,38.3316,0.7249,0.03,0.35,IS,,,,,,,,,,,,,,,,,,,,,
IRL,2015,,,,,,,-8.48777,9.18278,5.84709,1.75413,38.3316,0.7249,0.03,,LNLG,-10.5879,8.74461,-13.2286,8.74461,25.103,8.71451,-0.07,,,,,,,,,,,,,,
IRL,2015,,,,,,,-8.48777,9.18278,5.84709,1.75413,38.3316,0.7249,0.03,,LNLGIS,,,,,,,,-10.7593,18.9056,-13.4,18.9056,24.9315,18.8917,0.31,,,,,,,
IRL,2015,,,,,,,-8.48777,9.18278,5.84709,1.75413,38.3316,0.7249,0.03,,LNLGOGIS,,,,,,,,,,,,,,,-13.5064,36.8135,-16.1471,36.8135,22.1845,36.8064,0.38
IRL,2016,-20.3536,23.1294,-22.9811,23.1294,17.5553,23.1168,-8.47461,9.15645,5.84709,1.75413,40.5364,0.763327,0.24,0.35,IS,,,,,,,,,,,,,,,,,,,,,
IRL,2016,,,,,,,-8.47461,9.15645,5.84709,1.75413,40.5364,0.763327,0.24,,LNLG,-16.4155,8.57262,-19.043,8.57262,21.4934,8.53857,-0.07,,,,,,,,,,,,,,
IRL,2016,,,,,,,-8.47461,9.15645,5.84709,1.75413,40.5364,0.763327,0.24,,LNLGIS,,,,,,,,-15.1359,20.5909,-17.7634,20.5909,22.773,20.5768,0.31,,,,,,,
IRL,2016,,,,,,,-8.47461,9.15645,5.84709,1.75413,40.5364,0.763327,0.24,,LNLGOGIS,,,,,,,,,,,,,,,-26.604,13.5425,-29.2315,13.5425,11.3049,13.5209,0.38
IRL,2017,-12.207,16.7829,-14.4789,16.7829,24.2188,16.7671,-8.11898,8.44519,5.84709,1.75413,38.6977,0.729153,0.03,0.35,IS,,,,,,,,,,,,,,,,,,,,,
IRL,2017,,,,,,,-8.11898,8.44519,5.84709,1.75413,38.6977,0.729153,0.03,,LNLG,-11.0794,8.67441,-13.3513,8.67441,25.3464,8.64371,-0.07,,,,,,,,,,,,,,
IRL,2017,,,,,,,-8.11898,8.44519,5.84709,1.75413,38.6977,0.729153,0.03,,LNLGIS,,,,,,,,-8.79772,13.7988,-11.0696,13.7988,27.6281,13.7795,0.31,,,,,,,
IRL,2017,,,,,,,-8.11898,8.44519,5.84709,1.75413,38.6977,0.729153,0.03,,LNLGOGIS,,,,,,,,,,,,,,,-19.6915,21.8595,-21.9634,21.8595,16.7343,21.8473,0.38
IRL,2018,-9.01294,8.88266,-11.3507,8.88266,26.7234,8.85268,-8.18483,8.57689,5.84709,1.75413,38.0741,0.729153,-0.14,0.35,IS,,,,,,,,,,,,,,,,,,,,,
IRL,2018,,,,,,,-8.18483,8.57689,5.84709,1.75413,38.0741,0.729153,-0.14,,LNLG,-10.3665,12.3643,-12.7043,12.3643,25.3698,12.3427,-0.07,,,,,,,,,,,,,,
IRL,2018,,,,,,,-8.18483,8.57689,5.84709,1.75413,38.0741,0.729153,-0.14,,LNLGIS,,,,,,,,-2.40957,9.78048,-4.74731,9.78048,33.3268,9.75327,0.31,,,,,,,
IRL,2018,,,,,,,-8.18483,8.57689,5.84709,1.75413,38.0741,0.729153,-0.14,,LNLGOGIS,,,,,,,,,,,,,,,-6.77605,13.8376,-9.11379,13.8376,28.9603,13.8183,0.38
IRL,2019,-11.7777,16.9045,-14.7279,16.9045,21.532,16.8889,-8.7973,9.80183,5.84709,1.75413,36.2599,0.7249,0.05,0.35,IS,,,,,,,,,,,,,,,,,,,,,
IRL,2019,,,,,,,-8.7973,9.80183,5.84709,1.75413,36.2599,0.7249,0.05,,LNLG,-10.7285,6.69701,-13.6788,6.69701,22.5811,6.65766,-0.07,,,,,,,,,,,,,,
IRL,2019,,,,,,,-8.7973,9.80183,5.84709,1.75413,36.2599,0.7249,0.05,,LNLGIS,,,,,,,,-10.6576,15.9244,-13.6078,15.9244,22.6521,15.9079,0.31,,,,,,,
IRL,2019,,,,,,,-8.7973,9.80183,5.84709,1.75413,36.2599,0.7249,0.05,,LNLGOGIS,,,,,,,,,,,,,,,-9.54385,19.7044,-12.4941,19.7044,23.7658,19.6911,0.38
IRL,2020,-12.8918,16.932,-15.4574,16.932,17.5112,16.9165,-8.4127,9.03263,5.84709,1.75413,32.9686,0.7249,0.42,0.35,IS,,,,,,,,,,,,,,,,,,,,,
IRL,2020,,,,,,,-8.4127,9.03263,5.84709,1.75413,32.9686,0.7249,0.42,,LNLG,-5.46925,6.59465,-8.03486,6.59465,24.9337,6.55469,-0.07,,,,,,,,,,,,,,
IRL,2020,,,,,,,-8.4127,9.03263,5.84709,1.75413,32.9686,0.7249,0.42,,LNLGIS,,,,,,,,-4.73281,7.00302,-7.29842,7.00302,25.6702,6.9654,0.31,,,,,,,
IRL,2020,,,,,,,-8.4127,9.03263,5.84709,1.75413,32.9686,0.7249,0.42,,LNLGOGIS,,,,,,,,,,,,,,,-9.29971,15.8318,-11.8653,15.8318,21.1033,15.8152,0.38
IRL,mean,-15.0169,17.5563,-17.5825,14.9519,19.8955,14.9339,-8.4127,9.03263,5.84709,1.75413,37.478,0.732722,0.11,0.35,IS,,,,,,,,,,,,,,,,,,,,,
IRL,mean,,,,,,,-8.4127,9.03263,5.84709,1.75413,37.478,0.732722,0.11,,LNLG,-12.9627,11.655,-15.5283,7.15357,21.9498,7.11595,-0.07,,,,,,,,,,,,,,
IRL,mean,,,,,,,-8.4127,9.03263,5.84709,1.75413,37.478,0.732722,0.11,,LNLGIS,,,,,,,,-14.5207,17.7803,-17.0863,15.2143,20.3917,15.1966,0.31,,,,,,,
IRL,mean,,,,,,,-8.4127,9.03263,5.84709,1.75413,37.478,0.732722,0.11,,LNLGOGIS,,,,,,,,,,,,,,,-18.5036,31.1776,-21.0692,29.7889,16.4088,29.7799,0.38
IRN,2015,24.5625,122.774,49.3532,122.774,684.488,119.006,-6.0137,10.9848,30.8043,9.2413,635.135,30.1826,0.49,-0.0,IS,,,,,,,,,,,,,,,,,,,,,
IRN,2015,,,,,,,-6.0137,10.9848,30.8043,9.2413,635.135,30.1826,0.49,,LNLG,150.616,301.496,175.406,301.496,810.541,299.982,0.17,,,,,,,,,,,,,,
IRN,2015,,,,,,,-6.0137,10.9848,30.8043,9.2413,635.135,30.1826,0.49,,LNLGIS,,,,,,,,145.351,249.804,170.141,249.804,805.276,247.974,0.18,,,,,,,
IRN,2015,,,,,,,-6.0137,10.9848,30.8043,9.2413,635.135,30.1826,0.49,,LNLGOGIS,,,,,,,,,,,,,,,56.6642,156.225,81.4548,156.225,716.59,153.281,0.12
IRN,2016,-23.3724,83.3776,1.33374,83.3776,638.865,77.5911,-6.09818,10.8159,30.8043,9.2413,637.531,30.5197,0.71,-0.0,IS,,,,,,,,,,,,,,,,,,,,,
IRN,2016,,,,,,,-6.09818,10.8159,30.8043,9.2413,637.531,30.5197,0.71,,LNLG,141.108,265.384,165.815,265.384,803.346,263.623,0.17,,,,,,,,,,,,,,
IRN,2016,,,,,,,-6.09818,10.8159,30.8043,9.2413,637.531,30.5197,0.71,,LNLGIS,,,,,,,,135.059,187.859,159.765,187.859,797.297,185.363,0.18,,,,,,,
IRN,2016,,,,,,,-6.09818,10.8159,30.8043,9.2413,637.531,30.5197,0.71,,LNLGOGIS,,,,,,,,,,,,,,,-11.6974,109.745,13.0088,109.745,650.54,105.416,0.12
IRN,2017,0.0139117,111.617,24.613,111.617,702.843,106.269,-6.20522,10.6018,30.8043,9.2413,678.23,34.1337,0.36,-0.0,IS,,,,,,,,,,,,,,,,,,,,,
IRN,2017,,,,,,,-6.20522,10.6018,30.8043,9.2413,678.23,34.1337,0.36,,LNLG,125.241,395.982,149.84,395.982,828.07,394.508,0.17,,,,,,,,,,,,,,
IRN,2017,,,,,,,-6.20522,10.6018,30.8043,9.2413,678.23,34.1337,0.36,,LNLGIS,,,,,,,,120.528,279.766,145.127,279.766,823.356,277.676,0.18,,,,,,,
IRN,2017,,,,,,,-6.20522,10.6018,30.8043,9.2413,678.23,34.1337,0.36,,LNLGOGIS,,,,,,,,,,,,,,,-12.1183,207.015,12.4808,207.015,690.71,204.181,0.12
IRN,2018,-9.2686,115.101,15.4335,115.101,727.868,109.923,-6.10222,10.8078,30.8043,9.2413,712.434,34.1337,0.51,-0.0,IS,,,,,,,,,,,,,,,,,,,,,
IRN,2018,,,,,,,-6.10222,10.8078,30.8043,9.2413,712.434,34.1337,0.51,,LNLG,151.521,344.638,176.223,344.638,888.657,342.943,0.17,,,,,,,,,,,,,,
IRN,2018,,,,,,,-6.10222,10.8078,30.8043,9.2413,712.434,34.1337,0.51,,LNLGIS,,,,,,,,141.29,227.505,165.992,227.505,878.426,224.93,0.18,,,,,,,
IRN,2018,,,,,,,-6.10222,10.8078,30.8043,9.2413,712.434,34.1337,0.51,,LNLGOGIS,,,,,,,,,,,,,,,43.5974,121.271,68.2995,121.271,780.734,116.368,0.12
IRN,2019,-17.8251,60.165,6.78914,60.165,744.796,52.0465,-6.19009,10.632,30.8043,9.2413,738.007,30.1826,0.9,-0.0,IS,,,,,,,,,,,,,,,,,,,,,
IRN,2019,,,,,,,-6.19009,10.632,30.8043,9.2413,738.007,30.1826,0.9,,LNLG,181.444,229.682,206.058,229.682,944.065,227.69,0.17,,,,,,,,,,,,,,
IRN,2019,,,,,,,-6.19009,10.632,30.8043,9.2413,738.007,30.1826,0.9,,LNLGIS,,,,,,,,147.018,183.614,171.632,183.614,909.639,181.117,0.18,,,,,,,
IRN,2019,,,,,,,-6.19009,10.632,30.8043,9.2413,738.007,30.1826,0.9,,LNLGOGIS,,,,,,,,,,,,,,,-12.3564,68.5456,12.2578,68.5456,750.265,61.5427,0.12
IRN,2020,-1.60989,49.2123,23.0726,49.2123,709.786,38.8698,-6.12188,10.7685,30.8043,9.2413,686.714,30.1826,0.58,-0.0,IS,,,,,,,,,,,,,,,,,,,,,
IRN,2020,,,,,,,-6.12188,10.7685,30.8043,9.2413,686.714,30.1826,0.58,,LNLG,169.548,292.249,194.23,292.249,880.944,290.687,0.17,,,,,,,,,,,,,,
IRN,2020,,,,,,,-6.12188,10.7685,30.8043,9.2413,686.714,30.1826,0.58,,LNLGIS,,,,,,,,163.002,237.234,187.685,237.234,874.399,235.306,0.18,,,,,,,
IRN,2020,,,,,,,-6.12188,10.7685,30.8043,9.2413,686.714,30.1826,0.58,,LNLGOGIS,,,,,,,,,,,,,,,-3.97096,111.217,20.7115,111.217,707.425,107.043,0.12
IRN,mean,3.16658,58.7335,27.849,56.9935,709.191,47.4604,-6.12188,10.7685,30.8043,9.2413,681.342,31.5558,0.55,-0.0,IS,,,,,,,,,,,,,,,,,,,,,
IRN,mean,,,,,,,-6.12188,10.7685,30.8043,9.2413,681.342,31.5558,0.55,,LNLG,152.619,312.441,177.301,312.118,858.643,310.519,0.17,,,,,,,,,,,,,,
IRN,mean,,,,,,,-6.12188,10.7685,30.8043,9.2413,681.342,31.5558,0.55,,LNLGIS,,,,,,,,146.391,227.599,171.074,227.156,852.415,224.954,0.18,,,,,,,
IRN,mean,,,,,,,-6.12188,10.7685,30.8043,9.2413,681.342,31.5558,0.55,,LNLGOGIS,,,,,,,,,,,,,,,-14.4884,131.954,10.194,131.189,691.536,127.337,0.12
IRQ,2015,17.2248,21.6806,28.0763,21.6806,142.631,20.2296,-1.51865,2.67718,12.3701,3.71103,114.555,7.79826,1.17,-0.0,IS,,,,,,,,,,,,,,,,,,,,,
IRQ,2015,,,,,,,-1.51865,2.67718,12.3701,3.71103,114.555,7.79826,1.17,,LNLG,69.8061,67.1227,80.6575,67.1227,195.212,66.6682,0.22,,,,,,,,,,,,,,
IRQ,2015,,,,,,,-1.51865,2.67718,12.3701,3.71103,114.555,7.79826,1.17,,LNLGIS,,,,,,,,33.75,77.2243,44.6015,77.2243,159.156,76.8295,0.19,,,,,,,
IRQ,2015,,,,,,,-1.51865,2.67718,12.3701,3.71103,114.555,7.79826,1.17,,LNLGOGIS,,,,,,,,,,,,,,,22.9049,44.9464,33.7563,44.9464,148.311,44.2647,0.15
IRQ,2016,1.93374,21.4797,12.7509,21.4797,128.287,19.434,-1.55295,2.60858,12.3701,3.71103,115.537,9.14866,0.67,-0.0,IS,,,,,,,,,,,,,,,,,,,,,
IRQ,2016,,,,,,,-1.55295,2.60858,12.3701,3.71103,115.537,9.14866,0.67,,LNLG,32.5149,65.4124,43.3321,65.4124,158.869,64.7695,0.22,,,,,,,,,,,,,,
IRQ,2016,,,,,,,-1.55295,2.60858,12.3701,3.71103,115.537,9.14866,0.67,,LNLGIS,,,,,,,,8.10046,47.6454,18.9176,47.6454,134.454,46.7588,0.19,,,,,,,
IRQ,2016,,,,,,,-1.55295,2.60858,12.3701,3.71103,115.537,9.14866,0.67,,LNLGOGIS,,,,,,,,,,,,,,,-0.990875,28.5525,9.82628,28.5525,125.363,27.0472,0.15
IRQ,2017,9.41948,31.3126,20.149,31.3126,141.35,29.7317,-1.6406,2.43328,12.3701,3.71103,121.201,9.82352,0.7,-0.0,IS,,,,,,,,,,,,,,,,,,,,,
IRQ,2017,,,,,,,-1.6406,2.43328,12.3701,3.71103,121.201,9.82352,0.7,,LNLG,54.0217,65.8659,64.7512,65.8659,185.952,65.1292,0.22,,,,,,,,,,,,,,
IRQ,2017,,,,,,,-1.6406,2.43328,12.3701,3.71103,121.201,9.82352,0.7,,LNLGIS,,,,,,,,35.1333,66.7151,45.8628,66.7151,167.064,65.9879,0.19,,,,,,,
IRQ,2017,,,,,,,-1.6406,2.43328,12.3701,3.71103,121.201,9.82352,0.7,,LNLGOGIS,,,,,,,,,,,,,,,23.059,36.7828,33.7885,36.7828,154.99,35.4467,0.15
IRQ,2018,4.62687,32.9737,15.4155,32.9737,139.41,31.4764,-1.58152,2.55144,12.3701,3.71103,123.995,9.82352,0.74,-0.0,IS,,,,,,,,,,,,,,,,,,,,,
IRQ,2018,,,,,,,-1.58152,2.55144,12.3701,3.71103,123.995,9.82352,0.74,,LNLG,30.7455,34.5546,41.5341,34.5546,165.529,33.1289,0.22,,,,,,,,,,,,,,
IRQ,2018,,,,,,,-1.58152,2.55144,12.3701,3.71103,123.995,9.82352,0.74,,LNLGIS,,,,,,,,13.9847,27.3722,24.7733,27.3722,148.768,25.5487,0.19,,,,,,,
IRQ,2018,,,,,,,-1.58152,2.55144,12.3701,3.71103,123.995,9.82352,0.74,,LNLGOGIS,,,,,,,,,,,,,,,-1.25353,24.9222,9.53506,24.9222,133.53,22.9044,0.15
IRQ,2019,-2.01914,15.8349,8.69441,15.8349,138.406,13.7816,-1.65656,2.40136,12.3701,3.71103,129.712,7.79826,0.29,-0.0,IS,,,,,,,,,,,,,,,,,,,,,
IRQ,2019,,,,,,,-1.65656,2.40136,12.3701,3.71103,129.712,7.79826,0.29,,LNLG,5.85886,34.5274,16.5724,34.5274,146.284,33.6353,0.22,,,,,,,,,,,,,,
IRQ,2019,,,,,,,-1.65656,2.40136,12.3701,3.71103,129.712,7.79826,0.29,,LNLGIS,,,,,,,,1.95663,31.749,12.6702,31.749,142.382,30.7764,0.19,,,,,,,
IRQ,2019,,,,,,,-1.65656,2.40136,12.3701,3.71103,129.712,7.79826,0.29,,LNLGOGIS,,,,,,,,,,,,,,,-7.53002,16.065,3.18353,16.065,132.895,14.0453,0.15
IRQ,2020,-4.05446,23.5459,6.72559,23.5459,127.623,22.217,-1.59006,2.53437,12.3701,3.71103,120.897,7.79826,0.9,-0.0,IS,,,,,,,,,,,,,,,,,,,,,
IRQ,2020,,,,,,,-1.59006,2.53437,12.3701,3.71103,120.897,7.79826,0.9,,LNLG,27.9521,64.9238,38.7322,64.9238,159.63,64.4538,0.22,,,,,,,,,,,,,,
IRQ,2020,,,,,,,-1.59006,2.53437,12.3701,3.71103,120.897,7.79826,0.9,,LNLGIS,,,,,,,,6.14632,52.0758,16.9264,52.0758,137.824,51.4886,0.19,,,,,,,
IRQ,2020,,,,,,,-1.59006,2.53437,12.3701,3.71103,120.897,7.79826,0.9,,LNLGOGIS,,,,,,,,,,,,,,,-7.53081,23.4412,3.24924,23.4412,124.147,22.1061,0.15
IRQ,mean,7.87126,19.4357,18.6513,18.909,139.634,16.7896,-1.59006,2.53437,12.3701,3.71103,120.983,8.69841,0.83,-0.0,IS,,,,,,,,,,,,,,,,,,,,,
IRQ,mean,,,,,,,-1.59006,2.53437,12.3701,3.71103,120.983,8.69841,0.83,,LNLG,41.3735,57.6928,52.1535,57.5175,173.136,56.856,0.22,,,,,,,,,,,,,,
IRQ,mean,,,,,,,-1.59006,2.53437,12.3701,3.71103,120.983,8.69841,0.83,,LNLGIS,,,,,,,,12.4999,45.8522,23.2799,45.6315,144.263,44.7947,0.19,,,,,,,
IRQ,mean,,,,,,,-1.59006,2.53437,12.3701,3.71103,120.983,8.69841,0.83,,LNLGOGIS,,,,,,,,,,,,,,,1.65986,23.5187,12.4399,23.0854,133.423,21.384,0.15
ISL,2015,-6.33045,16.5796,-9.95092,16.5796,-7.44174,16.5795,-3.87381,4.77214,0.253336,0.0760007,2.50918,0.0665757,0.16,0.4,IS,,,,,,,,,,,,,,,,,,,,,
ISL,2015,,,,,,,-3.87381,4.77214,0.253336,0.0760007,2.50918,0.0665757,0.16,,LNLG,-4.98228,13.0812,-8.60275,13.0812,-6.09357,13.0811,0.24,,,,,,,,,,,,,,
ISL,2015,,,,,,,-3.87381,4.77214,0.253336,0.0760007,2.50918,0.0665757,0.16,,LNLGIS,,,,,,,,-9.83782,14.6163,-13.4583,14.6163,-10.9491,14.6162,0.39,,,,,,,
ISL,2015,,,,,,,-3.87381,4.77214,0.253336,0.0760007,2.50918,0.0665757,0.16,,LNLGOGIS,,,,,,,,,,,,,,,-9.05748,11.4744,-12.678,11.4744,-10.1688,11.4742,0.34
ISL,2016,-2.10663,13.7564,-5.64881,13.7564,-3.03304,13.7562,-3.79551,4.92873,0.253336,0.0760007,2.61577,0.0691552,-1.8,0.4,IS,,,,,,,,,,,,,,,,,,,,,
ISL,2016,,,,,,,-3.79551,4.92873,0.253336,0.0760007,2.61577,0.0691552,-1.8,,LNLG,-9.11509,15.0474,-12.6573,15.0474,-10.0415,15.0472,0.24,,,,,,,,,,,,,,
ISL,2016,,,,,,,-3.79551,4.92873,0.253336,0.0760007,2.61577,0.0691552,-1.8,,LNLGIS,,,,,,,,-2.57534,11.0682,-6.11752,11.0682,-3.50175,11.068,0.39,,,,,,,
ISL,2016,,,,,,,-3.79551,4.92873,0.253336,0.0760007,2.61577,0.0691552,-1.8,,LNLGOGIS,,,,,,,,,,,,,,,-4.92265,8.72042,-8.46483,8.72042,-5.84906,8.72015,0.34
ISL,2017,-2.71819,12.3958,-6.34327,12.3958,-3.75696,12.3957,-3.87842,4.76292,0.253336,0.0760007,2.58631,0.067804,-0.46,0.4,IS,,,,,,,,,,,,,,,,,,,,,
ISL,2017,,,,,,,-3.87842,4.76292,0.253336,0.0760007,2.58631,0.067804,-0.46,,LNLG,-4.79853,12.7457,-8.42361,12.7457,-5.8373,12.7455,0.24,,,,,,,,,,,,,,
ISL,2017,,,,,,,-3.87842,4.76292,0.253336,0.0760007,2.58631,0.067804,-0.46,,LNLGIS,,,,,,,,-7.20934,12.0594,-10.8344,12.0594,-8.24811,12.0592,0.39,,,,,,,
ISL,2017,,,,,,,-3.87842,4.76292,0.253336,0.0760007,2.58631,0.067804,-0.46,,LNLGOGIS,,,,,,,,,,,,,,,-2.57293,11.262,-6.19801,11.262,-3.6117,11.2618,0.34
ISL,2018,2.93953,11.143,-0.692444,11.143,1.89699,11.1428,-3.88531,4.74913,0.253336,0.0760007,2.58944,0.067804,-1.3,0.4,IS,,,,,,,,,,,,,,,,,,,,,
ISL,2018,,,,,,,-3.88531,4.74913,0.253336,0.0760007,2.58944,0.067804,-1.3,,LNLG,-4.66628,6.71144,-8.29826,6.71144,-5.70883,6.71109,0.24,,,,,,,,,,,,,,
ISL,2018,,,,,,,-3.88531,4.74913,0.253336,0.0760007,2.58944,0.067804,-1.3,,LNLGIS,,,,,,,,-2.7985,9.44754,-6.43048,9.44754,-3.84105,9.4473,0.39,,,,,,,
ISL,2018,,,,,,,-3.88531,4.74913,0.253336,0.0760007,2.58944,0.067804,-1.3,,LNLGOGIS,,,,,,,,,,,,,,,2.13399,9.28264,-1.49799,9.28264,1.09145,9.2824,0.34
ISL,2019,-9.27872,10.8637,-12.7679,10.8637,-10.1792,10.8635,-3.74254,5.03468,0.253336,0.0760007,2.58875,0.0665757,0.62,0.4,IS,,,,,,,,,,,,,,,,,,,,,
ISL,2019,,,,,,,-3.74254,5.03468,0.253336,0.0760007,2.58875,0.0665757,0.62,,LNLG,-6.91802,10.2724,-10.4072,10.2724,-7.81847,10.2721,0.24,,,,,,,,,,,,,,
ISL,2019,,,,,,,-3.74254,5.03468,0.253336,0.0760007,2.58875,0.0665757,0.62,,LNLGIS,,,,,,,,-9.55442,12.4848,-13.0436,12.4848,-10.4549,12.4846,0.39,,,,,,,
ISL,2019,,,,,,,-3.74254,5.03468,0.253336,0.0760007,2.58875,0.0665757,0.62,,LNLGOGIS,,,,,,,,,,,,,,,-5.4567,12.1933,-8.9459,12.1933,-6.35716,12.1931,0.34
ISL,2020,-13.5367,17.2638,-17.1185,17.2638,-14.9529,17.2636,-3.83512,4.84952,0.253336,0.0760007,2.16558,0.0665757,1.89,0.4,IS,,,,,,,,,,,,,,,,,,,,,
ISL,2020,,,,,,,-3.83512,4.84952,0.253336,0.0760007,2.16558,0.0665757,1.89,,LNLG,-10.1123,10.9279,-13.6941,10.9279,-11.5285,10.9277,0.24,,,,,,,,,,,,,,
ISL,2020,,,,,,,-3.83512,4.84952,0.253336,0.0760007,2.16558,0.0665757,1.89,,LNLGIS,,,,,,,,-16.7638,10.3231,-20.3455,10.3231,-18.18,10.3229,0.39,,,,,,,
ISL,2020,,,,,,,-3.83512,4.84952,0.253336,0.0760007,2.16558,0.0665757,1.89,,LNLGOGIS,,,,,,,,,,,,,,,-13.4918,13.1346,-17.0736,13.1346,-14.908,13.1344,0.34
ISL,mean,-0.245747,12.3811,-3.82753,11.3915,-1.31836,11.3913,-3.83512,4.84952,0.253336,0.0760007,2.50917,0.067415,-2.56,0.4,IS,,,,,,,,,,,,,,,,,,,,,
ISL,mean,,,,,,,-3.83512,4.84952,0.253336,0.0760007,2.50917,0.067415,-2.56,,LNLG,-7.10108,11.9468,-10.6829,10.918,-8.17369,10.9178,0.24,,,,,,,,,,,,,,
ISL,mean,,,,,,,-3.83512,4.84952,0.253336,0.0760007,2.50917,0.067415,-2.56,,LNLGIS,,,,,,,,-8.63248,11.5395,-12.2143,10.4707,-9.7051,10.4705,0.39,,,,,,,
ISL,mean,,,,,,,-3.83512,4.84952,0.253336,0.0760007,2.50917,0.067415,-2.56,,LNLGOGIS,,,,,,,,,,,,,,,-6.50884,12.4457,-10.0906,11.4618,-7.58145,11.4616,0.34
ISR,2015,-7.21519,4.4635,0.779074,4.4635,104.636,2.07945,-0.0740264,0.0633492,8.06829,2.42049,103.857,3.94952,1.22,0.0,IS,,,,,,,,,,,,,,,,,,,,,
ISR,2015,,,,,,,-0.0740264,0.0633492,8.06829,2.42049,103.857,3.94952,1.22,,LNLG,-4.04123,7.10545,3.95304,7.10545,107.81,5.90667,0.04,,,,,,,,,,,,,,
ISR,2015,,,,,,,-0.0740264,0.0633492,8.06829,2.42049,103.857,3.94952,1.22,,LNLGIS,,,,,,,,-6.061,6.30767,1.93327,6.30767,105.79,4.91813,0.08,,,,,,,
ISR,2015,,,,,,,-0.0740264,0.0633492,8.06829,2.42049,103.857,3.94952,1.22,,LNLGOGIS,,,,,,,,,,,,,,,-7.04702,5.03925,0.947247,5.03925,104.804,3.12976,0.21
ISR,2016,-6.98169,4.66811,1.01661,4.66811,109.746,2.58076,-0.0699933,0.0714155,8.06829,2.42049,108.729,3.88985,0.99,0.0,IS,,,,,,,,,,,,,,,,,,,,,
ISR,2016,,,,,,,-0.0699933,0.0714155,8.06829,2.42049,108.729,3.88985,0.99,,LNLG,-4.00433,5.53651,3.99397,5.53651,112.723,3.9398,0.04,,,,,,,,,,,,,,
